Year,Month,Day,Hour,Minute,Second,HYY_META.RHTd
2016,01,01,00,00,00,86.13467
2016,01,01,00,30,00,86.16467
2016,01,01,01,00,00,87.03267
2016,01,01,01,30,00,87.55967
2016,01,01,02,00,00,87.03467
2016,01,01,02,30,00,84.96967
2016,01,01,03,00,00,82.742
2016,01,01,03,30,00,80.10333
2016,01,01,04,00,00,80.10833
2016,01,01,04,30,00,80.82633
2016,01,01,05,00,00,80.88567
2016,01,01,05,30,00,80.95133
2016,01,01,06,00,00,81.22233
2016,01,01,06,30,00,82.121
2016,01,01,07,00,00,83.03633
2016,01,01,07,30,00,82.73233
2016,01,01,08,00,00,82.91633
2016,01,01,08,30,00,82.28833
2016,01,01,09,00,00,80.55033
2016,01,01,09,30,00,81.55633
2016,01,01,10,00,00,81.65633
2016,01,01,10,30,00,82.55533
2016,01,01,11,00,00,81.57367
2016,01,01,11,30,00,82.144
2016,01,01,12,00,00,80.80267
2016,01,01,12,30,00,80.95233
2016,01,01,13,00,00,82.44633
2016,01,01,13,30,00,82.02033
2016,01,01,14,00,00,80.72233
2016,01,01,14,30,00,79.61667
2016,01,01,15,00,00,79.285
2016,01,01,15,30,00,80.28267
2016,01,01,16,00,00,79.36333
2016,01,01,16,30,00,78.69167
2016,01,01,17,00,00,80.13
2016,01,01,17,30,00,83.46
2016,01,01,18,00,00,86.95033
2016,01,01,18,30,00,90.018
2016,01,01,19,00,00,91.88733
2016,01,01,19,30,00,92.597
2016,01,01,20,00,00,93.66867
2016,01,01,20,30,00,93.29733
2016,01,01,21,00,00,92.69867
2016,01,01,21,30,00,92.071
2016,01,01,22,00,00,91.465
2016,01,01,22,30,00,91.33367
2016,01,01,23,00,00,91.25733
2016,01,01,23,30,00,91.21433
2016,01,02,00,00,00,91.54167
2016,01,02,00,30,00,91.309
2016,01,02,01,00,00,91.03433
2016,01,02,01,30,00,91.17233
2016,01,02,02,00,00,90.92633
2016,01,02,02,30,00,90.70967
2016,01,02,03,00,00,90.61067
2016,01,02,03,30,00,90.36
2016,01,02,04,00,00,90.78
2016,01,02,04,30,00,90.045
2016,01,02,05,00,00,91.24467
2016,01,02,05,30,00,91.55767
2016,01,02,06,00,00,91.56833
2016,01,02,06,30,00,90.93033
2016,01,02,07,00,00,90.905
2016,01,02,07,30,00,90.57333
2016,01,02,08,00,00,90.50967
2016,01,02,08,30,00,90.34833
2016,01,02,09,00,00,90.46233
2016,01,02,09,30,00,90.36433
2016,01,02,10,00,00,90.62367
2016,01,02,10,30,00,90.66133
2016,01,02,11,00,00,90.624
2016,01,02,11,30,00,90.92467
2016,01,02,12,00,00,90.846
2016,01,02,12,30,00,90.84267
2016,01,02,13,00,00,90.48
2016,01,02,13,30,00,89.819
2016,01,02,14,00,00,90.11833
2016,01,02,14,30,00,89.871
2016,01,02,15,00,00,89.64
2016,01,02,15,30,00,89.727
2016,01,02,16,00,00,89.70667
2016,01,02,16,30,00,90.21167
2016,01,02,17,00,00,90.242
2016,01,02,17,30,00,90.076
2016,01,02,18,00,00,89.967
2016,01,02,18,30,00,89.09167
2016,01,02,19,00,00,89.47733
2016,01,02,19,30,00,89.00033
2016,01,02,20,00,00,88.03667
2016,01,02,20,30,00,89.10433
2016,01,02,21,00,00,88.606
2016,01,02,21,30,00,88.652
2016,01,02,22,00,00,89.50233
2016,01,02,22,30,00,89.70667
2016,01,02,23,00,00,90.04667
2016,01,02,23,30,00,89.914
2016,01,03,00,00,00,90.00033
2016,01,03,00,30,00,90.704
2016,01,03,01,00,00,91.04167
2016,01,03,01,30,00,90.118
2016,01,03,02,00,00,89.38167
2016,01,03,02,30,00,89.639
2016,01,03,03,00,00,89.79433
2016,01,03,03,30,00,90.232
2016,01,03,04,00,00,90.43133
2016,01,03,04,30,00,90.58833
2016,01,03,05,00,00,90.69933
2016,01,03,05,30,00,90.416
2016,01,03,06,00,00,90.017
2016,01,03,06,30,00,90.024
2016,01,03,07,00,00,90.986
2016,01,03,07,30,00,91.57433
2016,01,03,08,00,00,91.89267
2016,01,03,08,30,00,92.15967
2016,01,03,09,00,00,92.48367
2016,01,03,09,30,00,93.03233
2016,01,03,10,00,00,93.476
2016,01,03,10,30,00,93.702
2016,01,03,11,00,00,93.36167
2016,01,03,11,30,00,93.433
2016,01,03,12,00,00,93.434
2016,01,03,12,30,00,93.35033
2016,01,03,13,00,00,93.46767
2016,01,03,13,30,00,93.64467
2016,01,03,14,00,00,93.837
2016,01,03,14,30,00,93.90133
2016,01,03,15,00,00,93.90267
2016,01,03,15,30,00,94.017
2016,01,03,16,00,00,93.93567
2016,01,03,16,30,00,93.851
2016,01,03,17,00,00,93.47833
2016,01,03,17,30,00,93.519
2016,01,03,18,00,00,92.38367
2016,01,03,18,30,00,92.25733
2016,01,03,19,00,00,92.32367
2016,01,03,19,30,00,92.14333
2016,01,03,20,00,00,92.103
2016,01,03,20,30,00,91.86133
2016,01,03,21,00,00,89.18333
2016,01,03,21,30,00,89.559
2016,01,03,22,00,00,88.76467
2016,01,03,22,30,00,88.573
2016,01,03,23,00,00,88.06933
2016,01,03,23,30,00,87.34033
2016,01,04,00,00,00,87.29
2016,01,04,00,30,00,86.818
2016,01,04,01,00,00,86.802
2016,01,04,01,30,00,87.44833
2016,01,04,02,00,00,87.62133
2016,01,04,02,30,00,87.50267
2016,01,04,03,00,00,87.58833
2016,01,04,03,30,00,87.84233
2016,01,04,04,00,00,87.908
2016,01,04,04,30,00,87.60833
2016,01,04,05,00,00,87.215
2016,01,04,05,30,00,87.58367
2016,01,04,06,00,00,87.522
2016,01,04,06,30,00,87.68867
2016,01,04,07,00,00,87.424
2016,01,04,07,30,00,87.26967
2016,01,04,08,00,00,85.825
2016,01,04,08,30,00,85.66
2016,01,04,09,00,00,85.225
2016,01,04,09,30,00,85.473
2016,01,04,10,00,00,85.49967
2016,01,04,10,30,00,85.21667
2016,01,04,11,00,00,85.35
2016,01,04,11,30,00,85.28
2016,01,04,12,00,00,85.25333
2016,01,04,12,30,00,85.30833
2016,01,04,13,00,00,85.36667
2016,01,04,13,30,00,85.04467
2016,01,04,14,00,00,85.27333
2016,01,04,14,30,00,85.95267
2016,01,04,15,00,00,86.264
2016,01,04,15,30,00,86.015
2016,01,04,16,00,00,85.848
2016,01,04,16,30,00,85.561
2016,01,04,17,00,00,85.38567
2016,01,04,17,30,00,85.206
2016,01,04,18,00,00,85.17333
2016,01,04,18,30,00,84.786
2016,01,04,19,00,00,84.458
2016,01,04,19,30,00,84.26833
2016,01,04,20,00,00,84.06133
2016,01,04,20,30,00,83.872
2016,01,04,21,00,00,83.66633
2016,01,04,21,30,00,83.36133
2016,01,04,22,00,00,83.05467
2016,01,04,22,30,00,83.00967
2016,01,04,23,00,00,83.00067
2016,01,04,23,30,00,83.002
2016,01,05,00,00,00,83.22433
2016,01,05,00,30,00,83.19533
2016,01,05,01,00,00,82.93
2016,01,05,01,30,00,82.85633
2016,01,05,02,00,00,82.688
2016,01,05,02,30,00,82.535
2016,01,05,03,00,00,82.589
2016,01,05,03,30,00,82.448
2016,01,05,04,00,00,82.43333
2016,01,05,04,30,00,82.46067
2016,01,05,05,00,00,82.52367
2016,01,05,05,30,00,83.114
2016,01,05,06,00,00,83.46733
2016,01,05,06,30,00,84.43533
2016,01,05,07,00,00,84.61567
2016,01,05,07,30,00,84.42267
2016,01,05,08,00,00,84.12833
2016,01,05,08,30,00,83.823
2016,01,05,09,00,00,84.30433
2016,01,05,09,30,00,84.10733
2016,01,05,10,00,00,83.85433
2016,01,05,10,30,00,83.20067
2016,01,05,11,00,00,82.73667
2016,01,05,11,30,00,82.70267
2016,01,05,12,00,00,82.55167
2016,01,05,12,30,00,82.352
2016,01,05,13,00,00,82.048
2016,01,05,13,30,00,81.27033
2016,01,05,14,00,00,81.52333
2016,01,05,14,30,00,81.75933
2016,01,05,15,00,00,81.59667
2016,01,05,15,30,00,81.58933
2016,01,05,16,00,00,81.70833
2016,01,05,16,30,00,81.54667
2016,01,05,17,00,00,81.52633
2016,01,05,17,30,00,81.39567
2016,01,05,18,00,00,81.38833
2016,01,05,18,30,00,81.234
2016,01,05,19,00,00,80.99433
2016,01,05,19,30,00,80.836
2016,01,05,20,00,00,80.741
2016,01,05,20,30,00,80.54667
2016,01,05,21,00,00,80.595
2016,01,05,21,30,00,80.59567
2016,01,05,22,00,00,80.44967
2016,01,05,22,30,00,80.31033
2016,01,05,23,00,00,80.315
2016,01,05,23,30,00,80.22633
2016,01,06,00,00,00,80.231
2016,01,06,00,30,00,80.005
2016,01,06,01,00,00,79.92167
2016,01,06,01,30,00,79.628
2016,01,06,02,00,00,79.59033
2016,01,06,02,30,00,79.48067
2016,01,06,03,00,00,79.365
2016,01,06,03,30,00,79.26933
2016,01,06,04,00,00,79.335
2016,01,06,04,30,00,79.20167
2016,01,06,05,00,00,78.654
2016,01,06,05,30,00,78.69867
2016,01,06,06,00,00,78.48933
2016,01,06,06,30,00,78.73033
2016,01,06,07,00,00,78.83133
2016,01,06,07,30,00,78.72667
2016,01,06,08,00,00,78.766
2016,01,06,08,30,00,78.64367
2016,01,06,09,00,00,78.335
2016,01,06,09,30,00,78.477
2016,01,06,10,00,00,78.56733
2016,01,06,10,30,00,78.58133
2016,01,06,11,00,00,78.394
2016,01,06,11,30,00,78.63433
2016,01,06,12,00,00,78.435
2016,01,06,12,30,00,78.45833
2016,01,06,13,00,00,77.95967
2016,01,06,13,30,00,77.231
2016,01,06,14,00,00,77.27833
2016,01,06,14,30,00,77.65767
2016,01,06,15,00,00,77.858
2016,01,06,15,30,00,78.23433
2016,01,06,16,00,00,78.44733
2016,01,06,16,30,00,78.495
2016,01,06,17,00,00,78.32467
2016,01,06,17,30,00,78.07133
2016,01,06,18,00,00,78.41967
2016,01,06,18,30,00,78.61933
2016,01,06,19,00,00,78.26667
2016,01,06,19,30,00,78.06267
2016,01,06,20,00,00,77.945
2016,01,06,20,30,00,77.60533
2016,01,06,21,00,00,77.692
2016,01,06,21,30,00,77.77067
2016,01,06,22,00,00,77.838
2016,01,06,22,30,00,77.512
2016,01,06,23,00,00,77.61933
2016,01,06,23,30,00,77.37533
2016,01,07,00,00,00,77.113
2016,01,07,00,30,00,77.235
2016,01,07,01,00,00,76.91533
2016,01,07,01,30,00,76.649
2016,01,07,02,00,00,76.81033
2016,01,07,02,30,00,76.922
2016,01,07,03,00,00,76.66467
2016,01,07,03,30,00,76.99733
2016,01,07,04,00,00,77.03233
2016,01,07,04,30,00,76.802
2016,01,07,05,00,00,76.65767
2016,01,07,05,30,00,76.88733
2016,01,07,06,00,00,76.61133
2016,01,07,06,30,00,77.13033
2016,01,07,07,00,00,76.969
2016,01,07,07,30,00,76.71367
2016,01,07,08,00,00,77.024
2016,01,07,08,30,00,77.29033
2016,01,07,09,00,00,77.319
2016,01,07,09,30,00,77.99633
2016,01,07,10,00,00,77.54333
2016,01,07,10,30,00,77.70467
2016,01,07,11,00,00,78.00467
2016,01,07,11,30,00,78.02767
2016,01,07,12,00,00,78.10967
2016,01,07,12,30,00,78.076
2016,01,07,13,00,00,78.08267
2016,01,07,13,30,00,77.88133
2016,01,07,14,00,00,78.06667
2016,01,07,14,30,00,78.53033
2016,01,07,15,00,00,78.778
2016,01,07,15,30,00,78.992
2016,01,07,16,00,00,79.126
2016,01,07,16,30,00,78.53267
2016,01,07,17,00,00,79.53567
2016,01,07,17,30,00,79.39133
2016,01,07,18,00,00,78.76833
2016,01,07,18,30,00,78.53367
2016,01,07,19,00,00,78.66367
2016,01,07,19,30,00,78.739
2016,01,07,20,00,00,78.80533
2016,01,07,20,30,00,78.229
2016,01,07,21,00,00,77.71967
2016,01,07,21,30,00,77.87367
2016,01,07,22,00,00,77.74233
2016,01,07,22,30,00,77.23367
2016,01,07,23,00,00,77.014
2016,01,07,23,30,00,76.859
2016,01,08,00,00,00,77.792
2016,01,08,00,30,00,78.359
2016,01,08,01,00,00,78.51433
2016,01,08,01,30,00,78.58767
2016,01,08,02,00,00,78.38733
2016,01,08,02,30,00,78.40633
2016,01,08,03,00,00,78.195
2016,01,08,03,30,00,77.724
2016,01,08,04,00,00,77.414
2016,01,08,04,30,00,77.76867
2016,01,08,05,00,00,76.77533
2016,01,08,05,30,00,75.928
2016,01,08,06,00,00,77.38967
2016,01,08,06,30,00,78.35833
2016,01,08,07,00,00,78.52133
2016,01,08,07,30,00,78.32267
2016,01,08,08,00,00,78.57833
2016,01,08,08,30,00,78.264
2016,01,08,09,00,00,77.993
2016,01,08,09,30,00,78.51133
2016,01,08,10,00,00,78.817
2016,01,08,10,30,00,78.55567
2016,01,08,11,00,00,78.861
2016,01,08,11,30,00,79.099
2016,01,08,12,00,00,78.64333
2016,01,08,12,30,00,79.02767
2016,01,08,13,00,00,79.25967
2016,01,08,13,30,00,79.08233
2016,01,08,14,00,00,79.51067
2016,01,08,14,30,00,80.40333
2016,01,08,15,00,00,81.69433
2016,01,08,15,30,00,81.904
2016,01,08,16,00,00,82.61467
2016,01,08,16,30,00,83.677
2016,01,08,17,00,00,82.879
2016,01,08,17,30,00,82.51267
2016,01,08,18,00,00,83.008
2016,01,08,18,30,00,84.927
2016,01,08,19,00,00,84.37367
2016,01,08,19,30,00,84.13367
2016,01,08,20,00,00,84.60567
2016,01,08,20,30,00,84.79433
2016,01,08,21,00,00,85.00867
2016,01,08,21,30,00,84.83133
2016,01,08,22,00,00,85.025
2016,01,08,22,30,00,85.541
2016,01,08,23,00,00,85.79233
2016,01,08,23,30,00,85.852
2016,01,09,00,00,00,86.30367
2016,01,09,00,30,00,86.37267
2016,01,09,01,00,00,86.48167
2016,01,09,01,30,00,86.75267
2016,01,09,02,00,00,87.25733
2016,01,09,02,30,00,87.085
2016,01,09,03,00,00,87.13433
2016,01,09,03,30,00,86.864
2016,01,09,04,00,00,86.17633
2016,01,09,04,30,00,85.628
2016,01,09,05,00,00,85.817
2016,01,09,05,30,00,85.219
2016,01,09,06,00,00,87.13367
2016,01,09,06,30,00,87.018
2016,01,09,07,00,00,86.67267
2016,01,09,07,30,00,86.915
2016,01,09,08,00,00,86.842
2016,01,09,08,30,00,84.299
2016,01,09,09,00,00,84.74067
2016,01,09,09,30,00,84.70867
2016,01,09,10,00,00,84.70633
2016,01,09,10,30,00,84.70967
2016,01,09,11,00,00,85.09267
2016,01,09,11,30,00,85.838
2016,01,09,12,00,00,86.12167
2016,01,09,12,30,00,85.98933
2016,01,09,13,00,00,85.99533
2016,01,09,13,30,00,85.41967
2016,01,09,14,00,00,85.65533
2016,01,09,14,30,00,85.375
2016,01,09,15,00,00,85.70933
2016,01,09,15,30,00,85.26633
2016,01,09,16,00,00,85.42833
2016,01,09,16,30,00,85.331
2016,01,09,17,00,00,85.306
2016,01,09,17,30,00,84.63767
2016,01,09,18,00,00,85.43867
2016,01,09,18,30,00,85.323
2016,01,09,19,00,00,84.29567
2016,01,09,19,30,00,84.33433
2016,01,09,20,00,00,85.02267
2016,01,09,20,30,00,84.60133
2016,01,09,21,00,00,84.23767
2016,01,09,21,30,00,83.931
2016,01,09,22,00,00,83.59933
2016,01,09,22,30,00,83.59433
2016,01,09,23,00,00,83.50933
2016,01,09,23,30,00,83.72567
2016,01,10,00,00,00,83.90967
2016,01,10,00,30,00,84.61633
2016,01,10,01,00,00,83.64267
2016,01,10,01,30,00,83.36733
2016,01,10,02,00,00,83.26367
2016,01,10,02,30,00,83.10167
2016,01,10,03,00,00,82.557
2016,01,10,03,30,00,82.54367
2016,01,10,04,00,00,82.02767
2016,01,10,04,30,00,81.972
2016,01,10,05,00,00,82.3
2016,01,10,05,30,00,81.83867
2016,01,10,06,00,00,82.00033
2016,01,10,06,30,00,82.27767
2016,01,10,07,00,00,82.249
2016,01,10,07,30,00,82.13467
2016,01,10,08,00,00,81.93233
2016,01,10,08,30,00,82.50233
2016,01,10,09,00,00,81.84033
2016,01,10,09,30,00,81.58333
2016,01,10,10,00,00,81.83033
2016,01,10,10,30,00,82.39833
2016,01,10,11,00,00,82.77533
2016,01,10,11,30,00,83.49767
2016,01,10,12,00,00,83.67033
2016,01,10,12,30,00,83.531
2016,01,10,13,00,00,83.18
2016,01,10,13,30,00,82.79967
2016,01,10,14,00,00,83.92467
2016,01,10,14,30,00,83.19233
2016,01,10,15,00,00,83.62967
2016,01,10,15,30,00,84.10567
2016,01,10,16,00,00,84.102
2016,01,10,16,30,00,83.68933
2016,01,10,17,00,00,83.851
2016,01,10,17,30,00,84.368
2016,01,10,18,00,00,84.553
2016,01,10,18,30,00,84.45367
2016,01,10,19,00,00,84.51567
2016,01,10,19,30,00,84.48733
2016,01,10,20,00,00,84.49567
2016,01,10,20,30,00,84.87967
2016,01,10,21,00,00,85.00767
2016,01,10,21,30,00,84.77433
2016,01,10,22,00,00,84.90733
2016,01,10,22,30,00,84.96233
2016,01,10,23,00,00,85.118
2016,01,10,23,30,00,85.248
2016,01,11,00,00,00,85.47133
2016,01,11,00,30,00,85.63733
2016,01,11,01,00,00,85.75567
2016,01,11,01,30,00,86.12167
2016,01,11,02,00,00,85.90133
2016,01,11,02,30,00,86.251
2016,01,11,03,00,00,87.24067
2016,01,11,03,30,00,87.88533
2016,01,11,04,00,00,88.567
2016,01,11,04,30,00,88.97067
2016,01,11,05,00,00,89.075
2016,01,11,05,30,00,89.125
2016,01,11,06,00,00,89.19233
2016,01,11,06,30,00,89.17033
2016,01,11,07,00,00,89.32567
2016,01,11,07,30,00,89.53933
2016,01,11,08,00,00,89.89933
2016,01,11,08,30,00,89.986
2016,01,11,09,00,00,89.942
2016,01,11,09,30,00,89.59067
2016,01,11,10,00,00,89.036
2016,01,11,10,30,00,88.64033
2016,01,11,11,00,00,88.75433
2016,01,11,11,30,00,88.903
2016,01,11,12,00,00,88.886
2016,01,11,12,30,00,89.02767
2016,01,11,13,00,00,89.05333
2016,01,11,13,30,00,89.165
2016,01,11,14,00,00,89.23633
2016,01,11,14,30,00,89.333
2016,01,11,15,00,00,89.122
2016,01,11,15,30,00,89.103
2016,01,11,16,00,00,89.151
2016,01,11,16,30,00,89.26933
2016,01,11,17,00,00,89.28933
2016,01,11,17,30,00,89.35067
2016,01,11,18,00,00,89.461
2016,01,11,18,30,00,89.63267
2016,01,11,19,00,00,89.675
2016,01,11,19,30,00,89.668
2016,01,11,20,00,00,89.82133
2016,01,11,20,30,00,89.801
2016,01,11,21,00,00,90.01233
2016,01,11,21,30,00,89.88833
2016,01,11,22,00,00,89.662
2016,01,11,22,30,00,89.524
2016,01,11,23,00,00,89.124
2016,01,11,23,30,00,88.51567
2016,01,12,00,00,00,88.16567
2016,01,12,00,30,00,87.75933
2016,01,12,01,00,00,87.475
2016,01,12,01,30,00,87.49233
2016,01,12,02,00,00,87.51767
2016,01,12,02,30,00,87.582
2016,01,12,03,00,00,87.517
2016,01,12,03,30,00,87.625
2016,01,12,04,00,00,87.05833
2016,01,12,04,30,00,87.239
2016,01,12,05,00,00,86.89867
2016,01,12,05,30,00,86.473
2016,01,12,06,00,00,87.28833
2016,01,12,06,30,00,88.05567
2016,01,12,07,00,00,88.71467
2016,01,12,07,30,00,88.98
2016,01,12,08,00,00,88.824
2016,01,12,08,30,00,88.94333
2016,01,12,09,00,00,89.40967
2016,01,12,09,30,00,89.53133
2016,01,12,10,00,00,88.78067
2016,01,12,10,30,00,88.26567
2016,01,12,11,00,00,88.17067
2016,01,12,11,30,00,88.22467
2016,01,12,12,00,00,88.191
2016,01,12,12,30,00,88.351
2016,01,12,13,00,00,88.95667
2016,01,12,13,30,00,89.15567
2016,01,12,14,00,00,89.599
2016,01,12,14,30,00,89.94733
2016,01,12,15,00,00,89.947
2016,01,12,15,30,00,90.14467
2016,01,12,16,00,00,90.15967
2016,01,12,16,30,00,89.44033
2016,01,12,17,00,00,89.451
2016,01,12,17,30,00,89.36833
2016,01,12,18,00,00,89.011
2016,01,12,18,30,00,88.98533
2016,01,12,19,00,00,88.60867
2016,01,12,19,30,00,88.58433
2016,01,12,20,00,00,88.71867
2016,01,12,20,30,00,88.79167
2016,01,12,21,00,00,88.669
2016,01,12,21,30,00,88.467
2016,01,12,22,00,00,88.346
2016,01,12,22,30,00,88.621
2016,01,12,23,00,00,88.29067
2016,01,12,23,30,00,88.446
2016,01,13,00,00,00,87.88567
2016,01,13,00,30,00,87.689
2016,01,13,01,00,00,87.59533
2016,01,13,01,30,00,87.38633
2016,01,13,02,00,00,87.16467
2016,01,13,02,30,00,87.20967
2016,01,13,03,00,00,87.363
2016,01,13,03,30,00,87.63167
2016,01,13,04,00,00,87.38067
2016,01,13,04,30,00,86.46833
2016,01,13,05,00,00,85.94733
2016,01,13,05,30,00,85.869
2016,01,13,06,00,00,85.51833
2016,01,13,06,30,00,85.48167
2016,01,13,07,00,00,86.215
2016,01,13,07,30,00,85.73533
2016,01,13,08,00,00,86.12067
2016,01,13,08,30,00,85.875
2016,01,13,09,00,00,85.712
2016,01,13,09,30,00,86.441
2016,01,13,10,00,00,86.65467
2016,01,13,10,30,00,87.015
2016,01,13,11,00,00,86.115
2016,01,13,11,30,00,85.822
2016,01,13,12,00,00,86.03833
2016,01,13,12,30,00,85.58133
2016,01,13,13,00,00,84.973
2016,01,13,13,30,00,85.05367
2016,01,13,14,00,00,85.742
2016,01,13,14,30,00,85.45867
2016,01,13,15,00,00,85.92867
2016,01,13,15,30,00,86.54967
2016,01,13,16,00,00,86.82
2016,01,13,16,30,00,86.15267
2016,01,13,17,00,00,85.95433
2016,01,13,17,30,00,86.59433
2016,01,13,18,00,00,86.541
2016,01,13,18,30,00,85.82133
2016,01,13,19,00,00,85.58833
2016,01,13,19,30,00,85.05267
2016,01,13,20,00,00,85.70633
2016,01,13,20,30,00,86.83367
2016,01,13,21,00,00,85.8
2016,01,13,21,30,00,85.14833
2016,01,13,22,00,00,84.76233
2016,01,13,22,30,00,84.88967
2016,01,13,23,00,00,84.488
2016,01,13,23,30,00,85.01933
2016,01,14,00,00,00,86.03633
2016,01,14,00,30,00,86.53
2016,01,14,01,00,00,86.56233
2016,01,14,01,30,00,85.80467
2016,01,14,02,00,00,85.74733
2016,01,14,02,30,00,85.12967
2016,01,14,03,00,00,86.009
2016,01,14,03,30,00,87.52
2016,01,14,04,00,00,87.27267
2016,01,14,04,30,00,87.189
2016,01,14,05,00,00,86.87467
2016,01,14,05,30,00,86.46433
2016,01,14,06,00,00,86.19567
2016,01,14,06,30,00,85.98867
2016,01,14,07,00,00,85.64
2016,01,14,07,30,00,85.335
2016,01,14,08,00,00,85.37867
2016,01,14,08,30,00,85.652
2016,01,14,09,00,00,85.89767
2016,01,14,09,30,00,86.32467
2016,01,14,10,00,00,86.68133
2016,01,14,10,30,00,86.512
2016,01,14,11,00,00,85.99433
2016,01,14,11,30,00,85.698
2016,01,14,12,00,00,85.04267
2016,01,14,12,30,00,84.45333
2016,01,14,13,00,00,84.79967
2016,01,14,13,30,00,85.06033
2016,01,14,14,00,00,85.59433
2016,01,14,14,30,00,85.77467
2016,01,14,15,00,00,86.70367
2016,01,14,15,30,00,87.48433
2016,01,14,16,00,00,88.129
2016,01,14,16,30,00,88.352
2016,01,14,17,00,00,88.70133
2016,01,14,17,30,00,88.89433
2016,01,14,18,00,00,88.85267
2016,01,14,18,30,00,88.84867
2016,01,14,19,00,00,88.89167
2016,01,14,19,30,00,89.07133
2016,01,14,20,00,00,89.124
2016,01,14,20,30,00,89.20367
2016,01,14,21,00,00,89.006
2016,01,14,21,30,00,88.47733
2016,01,14,22,00,00,88.07267
2016,01,14,22,30,00,87.84233
2016,01,14,23,00,00,87.85433
2016,01,14,23,30,00,88.17333
2016,01,15,00,00,00,88.557
2016,01,15,00,30,00,89.10633
2016,01,15,01,00,00,89.47567
2016,01,15,01,30,00,89.943
2016,01,15,02,00,00,90.41967
2016,01,15,02,30,00,90.677
2016,01,15,03,00,00,91.248
2016,01,15,03,30,00,91.64833
2016,01,15,04,00,00,91.98333
2016,01,15,04,30,00,92.35033
2016,01,15,05,00,00,92.68167
2016,01,15,05,30,00,92.70767
2016,01,15,06,00,00,92.81733
2016,01,15,06,30,00,92.99733
2016,01,15,07,00,00,93.023
2016,01,15,07,30,00,92.82767
2016,01,15,08,00,00,91.59133
2016,01,15,08,30,00,91.182
2016,01,15,09,00,00,90.07967
2016,01,15,09,30,00,89.80067
2016,01,15,10,00,00,89.839
2016,01,15,10,30,00,89.40067
2016,01,15,11,00,00,89.40033
2016,01,15,11,30,00,89.695
2016,01,15,12,00,00,89.42767
2016,01,15,12,30,00,89.18367
2016,01,15,13,00,00,88.42067
2016,01,15,13,30,00,87.734
2016,01,15,14,00,00,87.52333
2016,01,15,14,30,00,87.49333
2016,01,15,15,00,00,87.47067
2016,01,15,15,30,00,88.70933
2016,01,15,16,00,00,87.36733
2016,01,15,16,30,00,88.44333
2016,01,15,17,00,00,89.45333
2016,01,15,17,30,00,88.153
2016,01,15,18,00,00,87.301
2016,01,15,18,30,00,87.221
2016,01,15,19,00,00,86.78333
2016,01,15,19,30,00,87.921
2016,01,15,20,00,00,85.72633
2016,01,15,20,30,00,85.59333
2016,01,15,21,00,00,85.591
2016,01,15,21,30,00,86.35433
2016,01,15,22,00,00,86.7
2016,01,15,22,30,00,86.065
2016,01,15,23,00,00,85.24767
2016,01,15,23,30,00,84.88033
2016,01,16,00,00,00,84.791
2016,01,16,00,30,00,84.93467
2016,01,16,01,00,00,85.54567
2016,01,16,01,30,00,86.361
2016,01,16,02,00,00,86.67733
2016,01,16,02,30,00,86.543
2016,01,16,03,00,00,87.453
2016,01,16,03,30,00,87.94667
2016,01,16,04,00,00,87.90167
2016,01,16,04,30,00,87.74867
2016,01,16,05,00,00,87.81767
2016,01,16,05,30,00,87.727
2016,01,16,06,00,00,87.62567
2016,01,16,06,30,00,87.54467
2016,01,16,07,00,00,87.27
2016,01,16,07,30,00,87.32
2016,01,16,08,00,00,86.79267
2016,01,16,08,30,00,86.808
2016,01,16,09,00,00,86.13267
2016,01,16,09,30,00,86.27533
2016,01,16,10,00,00,86.96333
2016,01,16,10,30,00,87.228
2016,01,16,11,00,00,86.263
2016,01,16,11,30,00,86.98633
2016,01,16,12,00,00,87.43833
2016,01,16,12,30,00,87.888
2016,01,16,13,00,00,88.27
2016,01,16,13,30,00,88.32167
2016,01,16,14,00,00,88.131
2016,01,16,14,30,00,88.18067
2016,01,16,15,00,00,88.18833
2016,01,16,15,30,00,87.99333
2016,01,16,16,00,00,88.15067
2016,01,16,16,30,00,89.29667
2016,01,16,17,00,00,89.79067
2016,01,16,17,30,00,90.51567
2016,01,16,18,00,00,91.11233
2016,01,16,18,30,00,91.08033
2016,01,16,19,00,00,91.359
2016,01,16,19,30,00,91.959
2016,01,16,20,00,00,92.44467
2016,01,16,20,30,00,92.95233
2016,01,16,21,00,00,93.03033
2016,01,16,21,30,00,93.209
2016,01,16,22,00,00,93.28433
2016,01,16,22,30,00,93.432
2016,01,16,23,00,00,93.639
2016,01,16,23,30,00,93.74367
2016,01,17,00,00,00,93.796
2016,01,17,00,30,00,93.79133
2016,01,17,01,00,00,93.741
2016,01,17,01,30,00,93.85967
2016,01,17,02,00,00,93.76333
2016,01,17,02,30,00,93.11567
2016,01,17,03,00,00,93.00967
2016,01,17,03,30,00,92.73533
2016,01,17,04,00,00,91.82367
2016,01,17,04,30,00,90.34467
2016,01,17,05,00,00,88.47567
2016,01,17,05,30,00,87.89967
2016,01,17,06,00,00,87.9
2016,01,17,06,30,00,88.043
2016,01,17,07,00,00,87.507
2016,01,17,07,30,00,86.53567
2016,01,17,08,00,00,84.24933
2016,01,17,08,30,00,83.14867
2016,01,17,09,00,00,82.474
2016,01,17,09,30,00,82.24767
2016,01,17,10,00,00,82.38667
2016,01,17,10,30,00,82.08367
2016,01,17,11,00,00,81.96033
