Year,Month,Day,Hour,Minute,Second,HYY_META.Glob
2008,08,18,16,00,00,293.01667
2008,08,18,16,30,00,172.543
2008,08,18,17,00,00,133.07367
2008,08,18,17,30,00,179.362
2008,08,18,18,00,00,84.04867
2008,08,18,18,30,00,32.59233
2008,08,18,19,00,00,13.80233
2008,08,18,19,30,00,9.92433
2008,08,18,20,00,00,0.372
2008,08,18,20,30,00,-0.796
2008,08,18,21,00,00,-0.524
2008,08,18,21,30,00,-0.076
2008,08,18,22,00,00,-0.172
2008,08,18,22,30,00,-0.252
2008,08,18,23,00,00,-0.188
2008,08,18,23,30,00,0.084
2008,08,19,00,00,00,0.024
2008,08,19,00,30,00,0.216
2008,08,19,01,00,00,0.392
2008,08,19,01,30,00,0.136
2008,08,19,02,00,00,0.104
2008,08,19,02,30,00,0.248
2008,08,19,03,00,00,0.024
2008,08,19,03,30,00,-0.04
2008,08,19,04,00,00,0.472
2008,08,19,04,30,00,1.624
2008,08,19,05,00,00,9.784
2008,08,19,05,30,00,37.41067
2008,08,19,06,00,00,50.69467
2008,08,19,06,30,00,75.199
2008,08,19,07,00,00,150.234
2008,08,19,07,30,00,149.146
2008,08,19,08,00,00,245.70767
2008,08,19,08,30,00,140.67833
2008,08,19,09,00,00,274.29267
2008,08,19,09,30,00,502.62867
2008,08,19,10,00,00,463.687
2008,08,19,10,30,00,604.42333
2008,08,19,11,00,00,466.92033
2008,08,19,11,30,00,351.26333
2008,08,19,12,00,00,458.80433
2008,08,19,12,30,00,77.472
2008,08,19,13,00,00,257.85533
2008,08,19,13,30,00,209.93467
2008,08,19,14,00,00,420.08733
2008,08,19,14,30,00,330.40833
2008,08,19,15,00,00,215.21567
2008,08,19,15,30,00,177.859
2008,08,19,16,00,00,97.52633
2008,08,19,16,30,00,95.911
2008,08,19,17,00,00,83.52267
2008,08,19,17,30,00,100.85733
2008,08,19,18,00,00,33.714
2008,08,19,18,30,00,15.48167
2008,08,19,19,00,00,9.784
2008,08,19,19,30,00,5.128
2008,08,19,20,00,00,1.832
2008,08,19,20,30,00,0.264
2008,08,19,21,00,00,-0.184
2008,08,19,21,30,00,0.056
2008,08,19,22,00,00,0.104
2008,08,19,22,30,00,-0.76
2008,08,19,23,00,00,-0.536
2008,08,19,23,30,00,-0.024
2008,08,20,00,00,00,0.064
2008,08,20,00,30,00,-0.448
2008,08,20,01,00,00,-0.512
2008,08,20,01,30,00,0.384
2008,08,20,02,00,00,0.528
2008,08,20,02,30,00,0.592
2008,08,20,03,00,00,0.848
2008,08,20,03,30,00,0.736
2008,08,20,04,00,00,0.656
2008,08,20,04,30,00,1.952
2008,08,20,05,00,00,4.48
2008,08,20,05,30,00,8.432
2008,08,20,06,00,00,22.39133
2008,08,20,06,30,00,41.90133
2008,08,20,07,00,00,27.21
2008,08,20,07,30,00,73.832
2008,08,20,08,00,00,141.50467
2008,08,20,08,30,00,151.89133
2008,08,20,09,00,00,66.118
2008,08,20,09,30,00,76.731
2008,08,20,10,00,00,138.83167
2008,08,20,10,30,00,228.35067
2008,08,20,11,00,00,116.45633
2008,08,20,11,30,00,89.13433
2008,08,20,12,00,00,232.43433
2008,08,20,12,30,00,127.16333
2008,08,20,13,00,00,149.05933
2008,08,20,13,30,00,307.339
2008,08,20,14,00,00,252.408
2008,08,20,14,30,00,181.23033
2008,08,20,15,00,00,294.56667
2008,08,20,15,30,00,147.52267
2008,08,20,16,00,00,206.856
2008,08,20,16,30,00,82.95667
2008,08,20,17,00,00,31.75467
2008,08,20,17,30,00,54.53
2008,08,20,18,00,00,43.343
2008,08,20,18,30,00,26.487
2008,08,20,19,00,00,23.11233
2008,08,20,19,30,00,9.184
2008,08,20,20,00,00,1.296
2008,08,20,20,30,00,-0.976
2008,08,20,21,00,00,-0.992
2008,08,20,21,30,00,-0.64
2008,08,20,22,00,00,-0.592
2008,08,20,22,30,00,-0.4
2008,08,20,23,00,00,0.336
2008,08,20,23,30,00,0.592
2008,08,21,00,00,00,0.33
2008,08,21,00,30,00,0.314
2008,08,21,01,00,00,-1.03
2008,08,21,01,30,00,-0.15
2008,08,21,02,00,00,-0.742
2008,08,21,02,30,00,-0.63
2008,08,21,03,00,00,-0.646
2008,08,21,03,30,00,-0.838
2008,08,21,04,00,00,-0.374
2008,08,21,04,30,00,1.946
2008,08,21,05,00,00,7.546
2008,08,21,05,30,00,13.242
2008,08,21,06,00,00,21.29267
2008,08,21,06,30,00,51.48067
2008,08,21,07,00,00,70.671
2008,08,21,07,30,00,100.347
2008,08,21,08,00,00,87.5631
2008,08,21,08,30,00,55.769
2008,08,21,09,00,00,63.38867
2008,08,21,09,30,00,71.26333
2008,08,21,10,00,00,194.62
2008,08,21,10,30,00,214.05067
2008,08,21,11,00,00,357.91067
2008,08,21,11,30,00,313.718
2008,08,21,12,00,00,214.596
2008,08,21,12,30,00,292.09467
2008,08,21,13,00,00,175.462
2008,08,21,13,30,00,192.55533
2008,08,21,14,00,00,240.06067
2008,08,21,14,30,00,404.855
2008,08,21,15,00,00,178.32567
2008,08,21,15,30,00,128.86867
2008,08,21,16,00,00,89.271
2008,08,21,16,30,00,135.44633
2008,08,21,17,00,00,124.9
2008,08,21,17,30,00,184.39267
2008,08,21,18,00,00,80.61133
2008,08,21,18,30,00,23.19733
2008,08,21,19,00,00,12.458
2008,08,21,19,30,00,7.018
2008,08,21,20,00,00,1.946
2008,08,21,20,30,00,-0.39
2008,08,21,21,00,00,0.458
2008,08,21,21,30,00,0.682
2008,08,21,22,00,00,0.282
2008,08,21,22,30,00,0.666
2008,08,21,23,00,00,0.954
2008,08,21,23,30,00,1.258
2008,08,22,00,00,00,-0.126
2008,08,22,00,30,00,-0.11
2008,08,22,01,00,00,0.082
2008,08,22,01,30,00,0.402
2008,08,22,02,00,00,0.562
2008,08,22,02,30,00,1.138
2008,08,22,03,00,00,1.106
2008,08,22,03,30,00,1.314
2008,08,22,04,00,00,1.73
2008,08,22,04,30,00,3.186
2008,08,22,05,00,00,5.71767
2008,08,22,05,30,00,7.15967
2008,08,22,06,00,00,21.77233
2008,08,22,06,30,00,30.35067
2008,08,22,07,00,00,50.02267
2008,08,22,07,30,00,34.29
2008,08,22,08,00,00,89.51067
2008,08,22,08,30,00,92.88633
2008,08,22,09,00,00,219.157
2008,08,22,09,30,00,168.546
2008,08,22,10,00,00,158.23933
2008,08,22,10,30,00,172.70767
2008,08,22,11,00,00,234.57033
2008,08,22,11,30,00,186.521
2008,08,22,12,00,00,147.49833
2008,08,22,12,30,00,139.33567
2008,08,22,13,00,00,136.64667
2008,08,22,13,30,00,141.817
2008,08,22,14,00,00,173.90833
2008,08,22,14,30,00,155.406
2008,08,22,15,00,00,110.09267
2008,08,22,15,30,00,120.56167
2008,08,22,16,00,00,152.81233
2008,08,22,16,30,00,47.55767
2008,08,22,17,00,00,28.26833
2008,08,22,17,30,00,26.716
2008,08,22,18,00,00,23.26067
2008,08,22,18,30,00,16.076
2008,08,22,19,00,00,9.41967
2008,08,22,19,30,00,4.246
2008,08,22,20,00,00,0.594
2008,08,22,20,30,00,-0.478
2008,08,22,21,00,00,-2.494
2008,08,22,21,30,00,-1.166
2008,08,22,22,00,00,-0.222
2008,08,22,22,30,00,-0.222
2008,08,22,23,00,00,-0.414
2008,08,22,23,30,00,-0.654
2008,08,23,00,00,00,1.204
2008,08,23,00,30,00,1.188
2008,08,23,01,00,00,1.268
2008,08,23,01,30,00,0.996
2008,08,23,02,00,00,1.252
2008,08,23,02,30,00,1.22
2008,08,23,03,00,00,1.316
2008,08,23,03,30,00,1.332
2008,08,23,04,00,00,1.812
2008,08,23,04,30,00,4.089
2008,08,23,05,00,00,16.062
2008,08,23,05,30,00,30.226
2008,08,23,06,00,00,94.95467
2008,08,23,06,30,00,149.23
2008,08,23,07,00,00,106.86367
2008,08,23,07,30,00,252.837
2008,08,23,08,00,00,328.465
2008,08,23,08,30,00,381.57233
2008,08,23,09,00,00,431.14167
2008,08,23,09,30,00,489.98033
2008,08,23,10,00,00,524.265
2008,08,23,10,30,00,522.664
2008,08,23,11,00,00,460.226
2008,08,23,11,30,00,537.791
2008,08,23,12,00,00,502.20833
2008,08,23,12,30,00,416.481
2008,08,23,13,00,00,439.57833
2008,08,23,13,30,00,457.825
2008,08,23,14,00,00,602.93433
2008,08,23,14,30,00,426.629
2008,08,23,15,00,00,218.68067
2008,08,23,15,30,00,257.863
2008,08,23,16,00,00,142.317
2008,08,23,16,30,00,249.92333
2008,08,23,17,00,00,115.266
2008,08,23,17,30,00,84.61533
2008,08,23,18,00,00,63.32933
2008,08,23,18,30,00,44.50433
2008,08,23,19,00,00,23.85467
2008,08,23,19,30,00,8.92467
2008,08,23,20,00,00,0.052
2008,08,23,20,30,00,-1.18
2008,08,23,21,00,00,-1.212
2008,08,23,21,30,00,-1.484
2008,08,23,22,00,00,-1.676
2008,08,23,22,30,00,-1.788
2008,08,23,23,00,00,-2.028
2008,08,23,23,30,00,-1.852
2008,08,24,00,00,00,0.44
2008,08,24,00,30,00,0.328
2008,08,24,01,00,00,0.2
2008,08,24,01,30,00,0.248
2008,08,24,02,00,00,0.28
2008,08,24,02,30,00,0.056
2008,08,24,03,00,00,0.456
2008,08,24,03,30,00,0.152
2008,08,24,04,00,00,0.584
2008,08,24,04,30,00,4.184
2008,08,24,05,00,00,14.712
2008,08,24,05,30,00,37.236
2008,08,24,06,00,00,83.57267
2008,08,24,06,30,00,144.027
2008,08,24,07,00,00,200.92767
2008,08,24,07,30,00,270.85833
2008,08,24,08,00,00,325.455
2008,08,24,08,30,00,385.925
2008,08,24,09,00,00,448.333
2008,08,24,09,30,00,408.11
2008,08,24,10,00,00,401.41867
2008,08,24,10,30,00,306.36
2008,08,24,11,00,00,587.49033
2008,08,24,11,30,00,589.92233
2008,08,24,12,00,00,531.70767
2008,08,24,12,30,00,317.725
2008,08,24,13,00,00,372.49667
2008,08,24,13,30,00,450.19033
2008,08,24,14,00,00,260.59833
2008,08,24,14,30,00,295.71567
2008,08,24,15,00,00,144.204
2008,08,24,15,30,00,213.22
2008,08,24,16,00,00,343.07767
2008,08,24,16,30,00,150.41333
2008,08,24,17,00,00,243.601
2008,08,24,17,30,00,155.44033
2008,08,24,18,00,00,121.762
2008,08,24,18,30,00,55.034
2008,08,24,19,00,00,34.114
2008,08,24,19,30,00,8.968
2008,08,24,20,00,00,0.872
2008,08,24,20,30,00,-0.408
2008,08,24,21,00,00,-0.504
2008,08,24,21,30,00,-0.552
2008,08,24,22,00,00,-0.456
2008,08,24,22,30,00,-0.28
2008,08,24,23,00,00,-0.36
2008,08,24,23,30,00,0.008
2008,08,25,00,00,00,-0.674
2008,08,25,00,30,00,-0.546
2008,08,25,01,00,00,-0.418
2008,08,25,01,30,00,-0.338
2008,08,25,02,00,00,-0.242
2008,08,25,02,30,00,-0.098
2008,08,25,03,00,00,0.238
2008,08,25,03,30,00,0.558
2008,08,25,04,00,00,1.038
2008,08,25,04,30,00,3.118
2008,08,25,05,00,00,7.438
2008,08,25,05,30,00,12.41467
2008,08,25,06,00,00,18.18333
2008,08,25,06,30,00,28.28
2008,08,25,07,00,00,48.12833
2008,08,25,07,30,00,88.063
2008,08,25,08,00,00,112.13667
2008,08,25,08,30,00,127.694
2008,08,25,09,00,00,179.39267
2008,08,25,09,30,00,175.23133
2008,08,25,10,00,00,252.47767
2008,08,25,10,30,00,498.20233
2008,08,25,11,00,00,443.26967
2008,08,25,11,30,00,348.06567
2008,08,25,12,00,00,430.84967
2008,08,25,12,30,00,454.71367
2008,08,25,13,00,00,448.93567
2008,08,25,13,30,00,438.628
2008,08,25,14,00,00,466.01533
2008,08,25,14,30,00,501.19467
2008,08,25,15,00,00,382.35033
2008,08,25,15,30,00,368.69733
2008,08,25,16,00,00,329.41867
2008,08,25,16,30,00,303.13633
2008,08,25,17,00,00,245.83533
2008,08,25,17,30,00,192.32567
2008,08,25,18,00,00,122.81167
2008,08,25,18,30,00,65.094
2008,08,25,19,00,00,31.43333
2008,08,25,19,30,00,11.08733
2008,08,25,20,00,00,3.406
2008,08,25,20,30,00,0.638
2008,08,25,21,00,00,0.43
2008,08,25,21,30,00,0.254
2008,08,25,22,00,00,-0.434
2008,08,25,22,30,00,-0.466
2008,08,25,23,00,00,-0.098
2008,08,25,23,30,00,-0.306
2008,08,26,00,00,00,-1.938
2008,08,26,00,30,00,-1.762
2008,08,26,01,00,00,-0.754
2008,08,26,01,30,00,-0.53
2008,08,26,02,00,00,-0.386
2008,08,26,02,30,00,-0.45
2008,08,26,03,00,00,-0.098
2008,08,26,03,30,00,-0.29
2008,08,26,04,00,00,-0.162
2008,08,26,04,30,00,0.35
2008,08,26,05,00,00,2.06367
2008,08,26,05,30,00,5.52733
2008,08,26,06,00,00,10.76
2008,08,26,06,30,00,20.04
2008,08,26,07,00,00,53.719
2008,08,26,07,30,00,77.05567
2008,08,26,08,00,00,75.967
2008,08,26,08,30,00,131.076
2008,08,26,09,00,00,150.55633
2008,08,26,09,30,00,143.144
2008,08,26,10,00,00,125.97
2008,08,26,10,30,00,145.89733
2008,08,26,11,00,00,136.48633
2008,08,26,11,30,00,142.026
2008,08,26,12,00,00,133.52467
2008,08,26,12,30,00,158.27167
2008,08,26,13,00,00,169.37967
2008,08,26,13,30,00,150.85867
2008,08,26,14,00,00,147.70567
2008,08,26,14,30,00,138.438
2008,08,26,15,00,00,107.18033
2008,08,26,15,30,00,97.977
2008,08,26,16,00,00,65.86867
2008,08,26,16,30,00,38.867
2008,08,26,17,00,00,45.332
2008,08,26,17,30,00,41.202
2008,08,26,18,00,00,28.668
2008,08,26,18,30,00,13.096
2008,08,26,19,00,00,8.024
2008,08,26,19,30,00,2.72167
2008,08,26,20,00,00,0.926
2008,08,26,20,30,00,0.926
2008,08,26,21,00,00,0.75
2008,08,26,21,30,00,0.702
2008,08,26,22,00,00,0.622
2008,08,26,22,30,00,0.654
2008,08,26,23,00,00,0.942
2008,08,26,23,30,00,1.294
2008,08,27,00,00,00,0.726
2008,08,27,00,30,00,-0.362
2008,08,27,01,00,00,0.118
2008,08,27,01,30,00,0.07
2008,08,27,02,00,00,1.334
2008,08,27,02,30,00,1.91467
2008,08,27,03,00,00,0.55
2008,08,27,03,30,00,-0.266
2008,08,27,04,00,00,0.11833
2008,08,27,04,30,00,1.531
2008,08,27,05,00,00,5.6
2008,08,27,05,30,00,9.456
2008,08,27,06,00,00,13.376
2008,08,27,06,30,00,25.859
2008,08,27,07,00,00,36.36167
2008,08,27,07,30,00,43.994
2008,08,27,08,00,00,60.96167
2008,08,27,08,30,00,57.344
2008,08,27,09,00,00,125.54833
2008,08,27,09,30,00,195.431
2008,08,27,10,00,00,192.61433
2008,08,27,10,30,00,203.72167
2008,08,27,11,00,00,132.943
2008,08,27,11,30,00,180.705
2008,08,27,12,00,00,214.446
2008,08,27,12,30,00,188.46833
2008,08,27,13,00,00,226.323
2008,08,27,13,30,00,234.30967
2008,08,27,14,00,00,188.853
2008,08,27,14,30,00,99.234
2008,08,27,15,00,00,206.50667
2008,08,27,15,30,00,198.29433
2008,08,27,16,00,00,232.117
2008,08,27,16,30,00,189.62
2008,08,27,17,00,00,225.87433
2008,08,27,17,30,00,136.591
2008,08,27,18,00,00,76.68133
2008,08,27,18,30,00,30.83867
2008,08,27,19,00,00,12.288
2008,08,27,19,30,00,1.38533
2008,08,27,20,00,00,-0.394
2008,08,27,20,30,00,-0.554
2008,08,27,21,00,00,-0.506
2008,08,27,21,30,00,-0.602
2008,08,27,22,00,00,-0.554
2008,08,27,22,30,00,-0.618
2008,08,27,23,00,00,-0.506
2008,08,27,23,30,00,-0.57
2008,08,28,00,00,00,-0.91
2008,08,28,00,30,00,-0.958
2008,08,28,01,00,00,-0.638
2008,08,28,01,30,00,-0.622
2008,08,28,02,00,00,-0.141
2008,08,28,02,30,00,0.14733
2008,08,28,03,00,00,0.01833
2008,08,28,03,30,00,0.00233
2008,08,28,04,00,00,-0.51
2008,08,28,04,30,00,0.26033
2008,08,28,05,00,00,4.46
2008,08,28,05,30,00,22.14267
2008,08,28,06,00,00,41.606
2008,08,28,06,30,00,46.025
2008,08,28,07,00,00,67.16867
2008,08,28,07,30,00,80.66267
2008,08,28,08,00,00,122.10267
2008,08,28,08,30,00,148.09733
2008,08,28,09,00,00,168.88733
2008,08,28,09,30,00,106.75167
2008,08,28,10,00,00,92.82733
2008,08,28,10,30,00,72.03667
2008,08,28,11,00,00,61.80833
2008,08,28,11,30,00,75.54033
2008,08,28,12,00,00,68.83533
2008,08,28,12,30,00,41.79833
2008,08,28,13,00,00,58.60767
2008,08,28,13,30,00,61.199
2008,08,28,14,00,00,48.729
2008,08,28,14,30,00,37.814
2008,08,28,15,00,00,47.465
2008,08,28,15,30,00,42.26367
2008,08,28,16,00,00,22.83
2008,08,28,16,30,00,19.388
2008,08,28,17,00,00,16.268
2008,08,28,17,30,00,12.572
2008,08,28,18,00,00,6.348
2008,08,28,18,30,00,4.684
2008,08,28,19,00,00,3.724
2008,08,28,19,30,00,1.30667
2008,08,28,20,00,00,0.71033
2008,08,28,20,30,00,0.61367
2008,08,28,21,00,00,0.56533
2008,08,28,21,30,00,0.54933
2008,08,28,22,00,00,0.37233
2008,08,28,22,30,00,0.51733
2008,08,28,23,00,00,0.51933
2008,08,28,23,30,00,0.08267
2008,08,29,00,00,00,0.97
2008,08,29,00,30,00,0.65
2008,08,29,01,00,00,0.314
2008,08,29,01,30,00,0.65
2008,08,29,02,00,00,0.378
2008,08,29,02,30,00,0.282
2008,08,29,03,00,00,0.554
2008,08,29,03,30,00,0.57
2008,08,29,04,00,00,0.57
2008,08,29,04,30,00,0.762
2008,08,29,05,00,00,3.549
2008,08,29,05,30,00,9.236
2008,08,29,06,00,00,28.90433
2008,08,29,06,30,00,41.48633
2008,08,29,07,00,00,52.338
2008,08,29,07,30,00,63.62233
2008,08,29,08,00,00,136.036
2008,08,29,08,30,00,186.58433
2008,08,29,09,00,00,188.48933
2008,08,29,09,30,00,189.08133
2008,08,29,10,00,00,181.495
2008,08,29,10,30,00,372.89933
2008,08,29,11,00,00,280.27
2008,08,29,11,30,00,376.88567
2008,08,29,12,00,00,278.893
2008,08,29,12,30,00,347.993
2008,08,29,13,00,00,431.451
2008,08,29,13,30,00,184.88767
2008,08,29,14,00,00,286.06433
2008,08,29,14,30,00,249.409
2008,08,29,15,00,00,144.98433
2008,08,29,15,30,00,216.629
2008,08,29,16,00,00,246.159
2008,08,29,16,30,00,214.43567
2008,08,29,17,00,00,112.37867
2008,08,29,17,30,00,62.775
2008,08,29,18,00,00,90.29
2008,08,29,18,30,00,40.27
2008,08,29,19,00,00,9.204
2008,08,29,19,30,00,1.45
2008,08,29,20,00,00,-0.854
2008,08,29,20,30,00,-1.014
2008,08,29,21,00,00,-0.886
2008,08,29,21,30,00,-0.838
2008,08,29,22,00,00,-0.294
2008,08,29,22,30,00,-0.694
2008,08,29,23,00,00,-0.406
2008,08,29,23,30,00,-0.406
2008,08,30,00,00,00,0.622
2008,08,30,00,30,00,0.718
2008,08,30,01,00,00,0.942
2008,08,30,01,30,00,0.67
2008,08,30,02,00,00,0.398
2008,08,30,02,30,00,-0.066
2008,08,30,03,00,00,-0.306
2008,08,30,03,30,00,-0.482
2008,08,30,04,00,00,0.19
2008,08,30,04,30,00,1.086
2008,08,30,05,00,00,5.326
2008,08,30,05,30,00,20.213
2008,08,30,06,00,00,64.70967
2008,08,30,06,30,00,122.04567
2008,08,30,07,00,00,105.959
2008,08,30,07,30,00,140.229
2008,08,30,08,00,00,113.146
2008,08,30,08,30,00,120.157
2008,08,30,09,00,00,106.087
2008,08,30,09,30,00,83.198
2008,08,30,10,00,00,108.29633
2008,08,30,10,30,00,217.092
2008,08,30,11,00,00,248.977
2008,08,30,11,30,00,397.66267
2008,08,30,12,00,00,372.86833
2008,08,30,12,30,00,450.51533
2008,08,30,13,00,00,335.09233
2008,08,30,13,30,00,391.16267
2008,08,30,14,00,00,306.617
2008,08,30,14,30,00,413.66767
2008,08,30,15,00,00,450.787
2008,08,30,15,30,00,304.20033
2008,08,30,16,00,00,196.97167
2008,08,30,16,30,00,141.18967
2008,08,30,17,00,00,97.15533
2008,08,30,17,30,00,86.22067
2008,08,30,18,00,00,50.994
2008,08,30,18,30,00,30.55033
2008,08,30,19,00,00,8.766
2008,08,30,19,30,00,1.598
2008,08,30,20,00,00,-0.45
2008,08,30,20,30,00,-0.354
2008,08,30,21,00,00,-0.05
2008,08,30,21,30,00,-0.498
2008,08,30,22,00,00,-0.626
2008,08,30,22,30,00,-0.146
2008,08,30,23,00,00,-0.05
2008,08,30,23,30,00,-0.242
2008,08,31,00,00,00,-0.812
2008,08,31,00,30,00,-0.684
2008,08,31,01,00,00,0.212
2008,08,31,01,30,00,-0.252
2008,08,31,02,00,00,-0.156
2008,08,31,02,30,00,0.18
2008,08,31,03,00,00,0.1
2008,08,31,03,30,00,0.324
2008,08,31,04,00,00,0.164
2008,08,31,04,30,00,0.596
2008,08,31,05,00,00,5.124
2008,08,31,05,30,00,19.14667
2008,08,31,06,00,00,57.16233
2008,08,31,06,30,00,115.731
2008,08,31,07,00,00,175.03533
2008,08,31,07,30,00,231.075
2008,08,31,08,00,00,293.004
2008,08,31,08,30,00,354.116
2008,08,31,09,00,00,388.54733
2008,08,31,09,30,00,452.55667
2008,08,31,10,00,00,502.22633
2008,08,31,10,30,00,538.73767
2008,08,31,11,00,00,540.78433
2008,08,31,11,30,00,634.969
2008,08,31,12,00,00,495.03833
2008,08,31,12,30,00,423.345
2008,08,31,13,00,00,355.81433
2008,08,31,13,30,00,319.767
2008,08,31,14,00,00,321.89567
2008,08,31,14,30,00,384.30467
2008,08,31,15,00,00,398.503
2008,08,31,15,30,00,332.22033
2008,08,31,16,00,00,327.27333
2008,08,31,16,30,00,245.991
2008,08,31,17,00,00,190.06567
2008,08,31,17,30,00,142.39667
2008,08,31,18,00,00,94.18567
2008,08,31,18,30,00,43.62167
2008,08,31,19,00,00,16.42567
2008,08,31,19,30,00,2.356
2008,08,31,20,00,00,-0.508
2008,08,31,20,30,00,-1.02
2008,08,31,21,00,00,-0.86
2008,08,31,21,30,00,0.452
2008,08,31,22,00,00,0.612
2008,08,31,22,30,00,0.148
2008,08,31,23,00,00,0.516
2008,08,31,23,30,00,0.084
2008,09,01,00,00,00,0.162
2008,09,01,00,30,00,0.29
2008,09,01,01,00,00,0.962
2008,09,01,01,30,00,1.026
2008,09,01,02,00,00,0.978
2008,09,01,02,30,00,0.578
2008,09,01,03,00,00,0.818
2008,09,01,03,30,00,1.138
2008,09,01,04,00,00,1.442
2008,09,01,04,30,00,1.346
2008,09,01,05,00,00,4.884
2008,09,01,05,30,00,18.972
2008,09,01,06,00,00,30.20733
2008,09,01,06,30,00,63.422
2008,09,01,07,00,00,152.019
2008,09,01,07,30,00,197.60633
2008,09,01,08,00,00,235.623
2008,09,01,08,30,00,352.03867
2008,09,01,09,00,00,359.355
2008,09,01,09,30,00,257.79167
2008,09,01,10,00,00,167.913
2008,09,01,10,30,00,248.268
2008,09,01,11,00,00,105.02433
2008,09,01,11,30,00,411.98433
2008,09,01,12,00,00,335.74467
2008,09,01,12,30,00,276.26333
2008,09,01,13,00,00,398.139
2008,09,01,13,30,00,220.96067
2008,09,01,14,00,00,295.48733
2008,09,01,14,30,00,537.71667
2008,09,01,15,00,00,362.492
2008,09,01,15,30,00,145.13633
2008,09,01,16,00,00,58.55633
2008,09,01,16,30,00,116.29267
2008,09,01,17,00,00,91.65833
2008,09,01,17,30,00,119.349
2008,09,01,18,00,00,39.23567
2008,09,01,18,30,00,25.13433
2008,09,01,19,00,00,9.94567
2008,09,01,19,30,00,1.09
2008,09,01,20,00,00,-1.086
2008,09,01,20,30,00,-0.702
2008,09,01,21,00,00,-0.702
2008,09,01,21,30,00,-0.99
2008,09,01,22,00,00,-1.358
2008,09,01,22,30,00,-1.086
2008,09,01,23,00,00,-1.422
2008,09,01,23,30,00,-1.918
2008,09,02,00,00,00,-1.384
2008,09,02,00,30,00,-1.416
2008,09,02,01,00,00,-1.576
2008,09,02,01,30,00,-1.48
2008,09,02,02,00,00,-1.24
2008,09,02,02,30,00,-1.944
2008,09,02,03,00,00,-1.752
2008,09,02,03,30,00,-1.064
2008,09,02,04,00,00,-1.288
2008,09,02,04,30,00,-0.504
2008,09,02,05,00,00,5.80567
2008,09,02,05,30,00,20.80333
2008,09,02,06,00,00,63.02967
2008,09,02,06,30,00,117.629
2008,09,02,07,00,00,151.916
2008,09,02,07,30,00,129.348
2008,09,02,08,00,00,148.28067
2008,09,02,08,30,00,204.498
2008,09,02,09,00,00,272.83067
2008,09,02,09,30,00,309.79
2008,09,02,10,00,00,283.475
2008,09,02,10,30,00,313.23133
2008,09,02,11,00,00,362.564
2008,09,02,11,30,00,217.03033
2008,09,02,12,00,00,151.195
2008,09,02,12,30,00,177.286
2008,09,02,13,00,00,157.806
2008,09,02,13,30,00,142.82367
2008,09,02,14,00,00,127.28033
2008,09,02,14,30,00,127.937
2008,09,02,15,00,00,114.17067
2008,09,02,15,30,00,103.59167
2008,09,02,16,00,00,96.70733
2008,09,02,16,30,00,65.351
2008,09,02,17,00,00,62.742
2008,09,02,17,30,00,42.284
2008,09,02,18,00,00,16.947
2008,09,02,18,30,00,7.217
2008,09,02,19,00,00,3.386
2008,09,02,19,30,00,1.096
2008,09,02,20,00,00,1.128
2008,09,02,20,30,00,1.272
2008,09,02,21,00,00,1.384
2008,09,02,21,30,00,1.448
2008,09,02,22,00,00,1.544
2008,09,02,22,30,00,1.72
2008,09,02,23,00,00,1.688
2008,09,02,23,30,00,1.752
2008,09,03,00,00,00,0.14133
2008,09,03,00,30,00,0.10933
2008,09,03,01,00,00,-0.117
2008,09,03,01,30,00,0.10867
2008,09,03,02,00,00,0.06033
2008,09,03,02,30,00,0.093
2008,09,03,03,00,00,-0.03667
2008,09,03,03,30,00,0.06033
2008,09,03,04,00,00,-0.18067
2008,09,03,04,30,00,0.012
2008,09,03,05,00,00,0.977
2008,09,03,05,30,00,4.386
2008,09,03,06,00,00,11.842
2008,09,03,06,30,00,22.117
2008,09,03,07,00,00,41.791
2008,09,03,07,30,00,59.30233
2008,09,03,08,00,00,55.109
2008,09,03,08,30,00,73.93433
2008,09,03,09,00,00,92.1
2008,09,03,09,30,00,101.048
2008,09,03,10,00,00,150.87767
2008,09,03,10,30,00,176.13633
2008,09,03,11,00,00,335.46933
2008,09,03,11,30,00,215.32167
2008,09,03,12,00,00,195.505
2008,09,03,12,30,00,154.19033
2008,09,03,13,00,00,57.686
2008,09,03,13,30,00,47.34433
2008,09,03,14,00,00,26.96933
2008,09,03,14,30,00,41.023
2008,09,03,15,00,00,48.209
2008,09,03,15,30,00,46.673
2008,09,03,16,00,00,27.73633
2008,09,03,16,30,00,19.061
2008,09,03,17,00,00,17.41233
2008,09,03,17,30,00,8.546
2008,09,03,18,00,00,5.938
2008,09,03,18,30,00,3.266
2008,09,03,19,00,00,1.586
2008,09,03,19,30,00,0.59267
2008,09,03,20,00,00,0.22067
2008,09,03,20,30,00,0.19067
2008,09,03,21,00,00,-0.10067
2008,09,03,21,30,00,-0.06867
2008,09,03,22,00,00,-0.59867
2008,09,03,22,30,00,0.14233
2008,09,03,23,00,00,-0.75933
2008,09,03,23,30,00,-1.04767
2008,09,04,00,00,00,-0.506
2008,09,04,00,30,00,-0.714
2008,09,04,01,00,00,-0.762
2008,09,04,01,30,00,-0.442
2008,09,04,02,00,00,-0.154
2008,09,04,02,30,00,-0.25
2008,09,04,03,00,00,-0.33
2008,09,04,03,30,00,0.278
2008,09,04,04,00,00,2.022
2008,09,04,04,30,00,1.318
2008,09,04,05,00,00,1.27
2008,09,04,05,30,00,2.902
