Year,Month,Day,Hour,Minute,Second,HYY_META.diffGLOB
2008,10,23,22,00,00,0.78667
2008,10,23,22,30,00,0.92933
2008,10,23,23,00,00,1.408
2008,10,23,23,30,00,1.648
2008,10,24,00,00,00,-1.692
2008,10,24,00,30,00,-1.023
2008,10,24,01,00,00,-0.15867
2008,10,24,01,30,00,-0.213
2008,10,24,02,00,00,-0.16533
2008,10,24,02,30,00,-0.118
2008,10,24,03,00,00,-0.07
2008,10,24,03,30,00,-0.166
2008,10,24,04,00,00,-0.118
2008,10,24,04,30,00,-0.214
2008,10,24,05,00,00,-0.358
2008,10,24,05,30,00,-0.98833
2008,10,24,06,00,00,-0.16667
2008,10,24,06,30,00,-0.16667
2008,10,24,07,00,00,-0.07
2008,10,24,07,30,00,0.55433
2008,10,24,08,00,00,2.76967
2008,10,24,08,30,00,4.98067
2008,10,24,09,00,00,7.34033
2008,10,24,09,30,00,10.948
2008,10,24,10,00,00,12.107
2008,10,24,10,30,00,10.71467
2008,10,24,11,00,00,20.251
2008,10,24,11,30,00,16.01633
2008,10,24,12,00,00,12.98367
2008,10,24,12,30,00,21.03433
2008,10,24,13,00,00,12.121
2008,10,24,13,30,00,7.88033
2008,10,24,14,00,00,8.89567
2008,10,24,14,30,00,6.91867
2008,10,24,15,00,00,6.05
2008,10,24,15,30,00,6.00033
2008,10,24,16,00,00,2.91667
2008,10,24,16,30,00,0.935
2008,10,24,17,00,00,0.30667
2008,10,24,17,30,00,0.40333
2008,10,24,18,00,00,0.21
2008,10,24,18,30,00,0.40333
2008,10,24,19,00,00,0.355
2008,10,24,19,30,00,-0.03167
2008,10,24,20,00,00,0.83833
2008,10,24,20,30,00,0.355
2008,10,24,21,00,00,0.355
2008,10,24,21,30,00,0.45167
2008,10,24,22,00,00,0.16167
2008,10,24,22,30,00,0.25833
2008,10,24,23,00,00,0.01667
2008,10,24,23,30,00,-0.08
2008,10,25,00,00,00,0.61
2008,10,25,00,30,00,0.61
2008,10,25,01,00,00,0.80333
2008,10,25,01,30,00,0.755
2008,10,25,02,00,00,0.70667
2008,10,25,02,30,00,0.80333
2008,10,25,03,00,00,0.85167
2008,10,25,03,30,00,0.61
2008,10,25,04,00,00,0.61
2008,10,25,04,30,00,0.61
2008,10,25,05,00,00,0.61
2008,10,25,05,30,00,0.224
2008,10,25,06,00,00,-1.02433
2008,10,25,06,30,00,-1.45833
2008,10,25,07,00,00,0.51667
2008,10,25,07,30,00,4.948
2008,10,25,08,00,00,17.32633
2008,10,25,08,30,00,32.40267
2008,10,25,09,00,00,57.692
2008,10,25,09,30,00,78.927
2008,10,25,10,00,00,94.42966
2008,10,25,10,30,00,130.51067
2008,10,25,11,00,00,114.193
2008,10,25,11,30,00,112.4
2008,10,25,12,00,00,126.88067
2008,10,25,12,30,00,145.279
2008,10,25,13,00,00,161.08633
2008,10,25,13,30,00,130.14759
2008,10,25,14,00,00,77.972
2008,10,25,14,30,00,47.44567
2008,10,25,15,00,00,12.909
2008,10,25,15,30,00,5.965
2008,10,25,16,00,00,3.31467
2008,10,25,16,30,00,0.61167
2008,10,25,17,00,00,-0.302
2008,10,25,17,30,00,0.61
2008,10,25,18,00,00,0.61
2008,10,25,18,30,00,0.562
2008,10,25,19,00,00,0.61
2008,10,25,19,30,00,0.65833
2008,10,25,20,00,00,0.61
2008,10,25,20,30,00,0.61
2008,10,25,21,00,00,0.61
2008,10,25,21,30,00,0.61
2008,10,25,22,00,00,0.65833
2008,10,25,22,30,00,0.61
2008,10,25,23,00,00,0.65833
2008,10,25,23,30,00,0.61
2008,10,26,00,00,00,-0.05
2008,10,26,00,30,00,-0.05
2008,10,26,01,00,00,-0.05
2008,10,26,01,30,00,-0.05
2008,10,26,02,00,00,-0.098
2008,10,26,02,30,00,-0.098
2008,10,26,03,00,00,-0.05
2008,10,26,03,30,00,-0.724
2008,10,26,04,00,00,-1.63667
2008,10,26,04,30,00,-0.242
2008,10,26,05,00,00,-0.00167
2008,10,26,05,30,00,-0.05
2008,10,26,06,00,00,-0.047
2008,10,26,06,30,00,-0.04
2008,10,26,07,00,00,-0.04167
2008,10,26,07,30,00,0.57833
2008,10,26,08,00,00,1.976
2008,10,26,08,30,00,4.95633
2008,10,26,09,00,00,10.48967
2008,10,26,09,30,00,19.96967
2008,10,26,10,00,00,20.64533
2008,10,26,10,30,00,25.46067
2008,10,26,11,00,00,31.96267
2008,10,26,11,30,00,42.07867
2008,10,26,12,00,00,34.671
2008,10,26,12,30,00,27.01667
2008,10,26,13,00,00,42.481
2008,10,26,13,30,00,43.93467
2008,10,26,14,00,00,17.15167
2008,10,26,14,30,00,13.29833
2008,10,26,15,00,00,9.061
2008,10,26,15,30,00,6.698
2008,10,26,16,00,00,2.31267
2008,10,26,16,30,00,0.57833
2008,10,26,17,00,00,-0.00167
2008,10,26,17,30,00,-0.00167
2008,10,26,18,00,00,-0.00167
2008,10,26,18,30,00,0.095
2008,10,26,19,00,00,-0.00167
2008,10,26,19,30,00,0.04667
2008,10,26,20,00,00,0.19167
2008,10,26,20,30,00,0.14333
2008,10,26,21,00,00,-0.00167
2008,10,26,21,30,00,-0.05
2008,10,26,22,00,00,0.19167
2008,10,26,22,30,00,-0.05
2008,10,26,23,00,00,0.14333
2008,10,26,23,30,00,0.095
2008,10,27,00,00,00,1.24867
2008,10,27,00,30,00,1.426
2008,10,27,01,00,00,1.559
2008,10,27,01,30,00,1.38167
2008,10,27,02,00,00,1.38167
2008,10,27,02,30,00,1.38167
2008,10,27,03,00,00,1.24867
2008,10,27,03,30,00,1.16
2008,10,27,04,00,00,1.293
2008,10,27,04,30,00,1.20433
2008,10,27,05,00,00,1.16
2008,10,27,05,30,00,1.24867
2008,10,27,06,00,00,0.45067
2008,10,27,06,30,00,-0.61333
2008,10,27,07,00,00,-1.367
2008,10,27,07,30,00,3.73133
2008,10,27,08,00,00,17.97233
2008,10,27,08,30,00,48.49733
2008,10,27,09,00,00,73.43
2008,10,27,09,30,00,84.71233
2008,10,27,10,00,00,83.164
2008,10,27,10,30,00,95.378
2008,10,27,11,00,00,68.607
2008,10,27,11,30,00,92.69733
2008,10,27,12,00,00,71.00667
2008,10,27,12,30,00,100.11933
2008,10,27,13,00,00,76.397
2008,10,27,13,30,00,74.49633
2008,10,27,14,00,00,59.39933
2008,10,27,14,30,00,60.66542
2008,10,27,15,00,00,39.29433
2008,10,27,15,30,00,22.98967
2008,10,27,16,00,00,9.45467
2008,10,27,16,30,00,0.84967
2008,10,27,17,00,00,-0.74633
2008,10,27,17,30,00,-0.39167
2008,10,27,18,00,00,-0.02933
2008,10,27,18,30,00,-0.16
2008,10,27,19,00,00,0.46067
2008,10,27,19,30,00,-0.16033
2008,10,27,20,00,00,-0.38233
2008,10,27,20,30,00,0.984
2008,10,27,21,00,00,0.45667
2008,10,27,21,30,00,-1.31033
2008,10,27,22,00,00,-1.71
2008,10,27,22,30,00,-1.70967
2008,10,27,23,00,00,-1.31067
2008,10,27,23,30,00,-2.36667
2008,10,28,00,00,00,-2.064
2008,10,28,00,30,00,-1.888
2008,10,28,01,00,00,-1.976
2008,10,28,01,30,00,-1.404
2008,10,28,02,00,00,-0.964
2008,10,28,02,30,00,-1.13967
2008,10,28,03,00,00,-0.92
2008,10,28,03,30,00,-0.61133
2008,10,28,04,00,00,-1.26933
2008,10,28,04,30,00,-1.006
2008,10,28,05,00,00,-1.175
2008,10,28,05,30,00,-0.517
2008,10,28,06,00,00,-0.034
2008,10,28,06,30,00,1.01633
2008,10,28,07,00,00,2.113
2008,10,28,07,30,00,4.43467
2008,10,28,08,00,00,9.04333
2008,10,28,08,30,00,16.46033
2008,10,28,09,00,00,42.48867
2008,10,28,09,30,00,92.116
2008,10,28,10,00,00,113.19833
2008,10,28,10,30,00,92.833
2008,10,28,11,00,00,96.44966
2008,10,28,11,30,00,143.3464
2008,10,28,12,00,00,89.245
2008,10,28,12,30,00,76.38276
2008,10,28,13,00,00,144.1625
2008,10,28,13,30,00,121.40778
2008,10,28,14,00,00,120.1175
2008,10,28,14,30,00,57.92524
2008,10,28,15,00,00,42.914
2008,10,28,15,30,00,19.32367
2008,10,28,16,00,00,6.594
2008,10,28,16,30,00,1.182
2008,10,28,17,00,00,-1.80167
2008,10,28,17,30,00,-1.36
2008,10,28,18,00,00,0.57433
2008,10,28,18,30,00,0.74933
2008,10,28,19,00,00,0.70567
2008,10,28,19,30,00,0.74933
2008,10,28,20,00,00,1.14233
2008,10,28,20,30,00,0.836
2008,10,28,21,00,00,1.055
2008,10,28,21,30,00,0.39767
2008,10,28,22,00,00,0.879
2008,10,28,22,30,00,0.88033
2008,10,28,23,00,00,1.36067
2008,10,28,23,30,00,1.448
2008,10,29,00,00,00,0.769
2008,10,29,00,30,00,0.9
2008,10,29,01,00,00,0.9
2008,10,29,01,30,00,0.9
2008,10,29,02,00,00,0.9
2008,10,29,02,30,00,0.9
2008,10,29,03,00,00,0.9
2008,10,29,03,30,00,0.9
2008,10,29,04,00,00,0.07033
2008,10,29,04,30,00,0.9
2008,10,29,05,00,00,0.81267
2008,10,29,05,30,00,0.9
2008,10,29,06,00,00,0.9
2008,10,29,06,30,00,0.9
2008,10,29,07,00,00,0.9
2008,10,29,07,30,00,2.73867
2008,10,29,08,00,00,9.829
2008,10,29,08,30,00,17.752
2008,10,29,09,00,00,30.01867
2008,10,29,09,30,00,59.31933
2008,10,29,10,00,00,95.68233
2008,10,29,10,30,00,69.61767
2008,10,29,11,00,00,47.39167
2008,10,29,11,30,00,76.40033
2008,10,29,12,00,00,93.381
2008,10,29,12,30,00,90.593
2008,10,29,13,00,00,60.89233
2008,10,29,13,30,00,104.414
2008,10,29,14,00,00,99.99214
2008,10,29,14,30,00,72.54679
2008,10,29,15,00,00,39.02033
2008,10,29,15,30,00,20.65133
2008,10,29,16,00,00,4.403
2008,10,29,16,30,00,-0.847
2008,10,29,17,00,00,-0.58467
2008,10,29,17,30,00,-1.72
2008,10,29,18,00,00,-1.28333
2008,10,29,18,30,00,-0.32267
2008,10,29,19,00,00,-0.49733
2008,10,29,19,30,00,-0.10433
2008,10,29,20,00,00,-0.23533
2008,10,29,20,30,00,0.55067
2008,10,29,21,00,00,0.769
2008,10,29,21,30,00,1.20567
2008,10,29,22,00,00,1.24933
2008,10,29,22,30,00,1.162
2008,10,29,23,00,00,1.555
2008,10,29,23,30,00,1.20567
2008,10,30,00,00,00,0.204
2008,10,30,00,30,00,0.396
2008,10,30,01,00,00,0.348
2008,10,30,01,30,00,0.252
2008,10,30,02,00,00,0.252
2008,10,30,02,30,00,0.108
2008,10,30,03,00,00,0.06
2008,10,30,03,30,00,0.06
2008,10,30,04,00,00,0.108
2008,10,30,04,30,00,0.06
2008,10,30,05,00,00,0.06
2008,10,30,05,30,00,0.06
2008,10,30,06,00,00,0.06
2008,10,30,06,30,00,0.06
2008,10,30,07,00,00,0.06
2008,10,30,07,30,00,1.49767
2008,10,30,08,00,00,8.01033
2008,10,30,08,30,00,19.12167
2008,10,30,09,00,00,32.10633
2008,10,30,09,30,00,47.19967
2008,10,30,10,00,00,67.66833
2008,10,30,10,30,00,61.294
2008,10,30,11,00,00,70.92033
2008,10,30,11,30,00,53.443
2008,10,30,12,00,00,73.73433
2008,10,30,12,30,00,28.15133
2008,10,30,13,00,00,21.00267
2008,10,30,13,30,00,27.13233
2008,10,30,14,00,00,41.27167
2008,10,30,14,30,00,31.017
2008,10,30,15,00,00,14.72
2008,10,30,15,30,00,8.495
2008,10,30,16,00,00,1.452
2008,10,30,16,30,00,-0.036
2008,10,30,17,00,00,-0.084
2008,10,30,17,30,00,-0.03533
2008,10,30,18,00,00,-0.13067
2008,10,30,18,30,00,0.06
2008,10,30,19,00,00,0.06
2008,10,30,19,30,00,0.108
2008,10,30,20,00,00,0.06
2008,10,30,20,30,00,0.06
2008,10,30,21,00,00,0.06
2008,10,30,21,30,00,0.108
2008,10,30,22,00,00,0.06
2008,10,30,22,30,00,0.108
2008,10,30,23,00,00,0.06
2008,10,30,23,30,00,0.06
2008,10,31,00,00,00,-0.173
2008,10,31,00,30,00,-0.03
2008,10,31,01,00,00,0.066
2008,10,31,01,30,00,-0.03
2008,10,31,02,00,00,-0.12533
2008,10,31,02,30,00,-0.03
2008,10,31,03,00,00,0.066
2008,10,31,03,30,00,0.018
2008,10,31,04,00,00,0.066
2008,10,31,04,30,00,0.018
2008,10,31,05,00,00,0.066
2008,10,31,05,30,00,-0.03
2008,10,31,06,00,00,-0.03
2008,10,31,06,30,00,-0.03
2008,10,31,07,00,00,0.066
2008,10,31,07,30,00,0.546
2008,10,31,08,00,00,2.02967
2008,10,31,08,30,00,4.60767
2008,10,31,09,00,00,5.94833
2008,10,31,09,30,00,7.524
2008,10,31,10,00,00,8.72033
2008,10,31,10,30,00,13.45633
2008,10,31,11,00,00,16.04
2008,10,31,11,30,00,21.25767
2008,10,31,12,00,00,35.74857
2008,10,31,12,30,00,73.54385
2008,10,31,13,00,00,45.78533
2008,10,31,13,30,00,22.95067
2008,10,31,14,00,00,15.81667
2008,10,31,14,30,00,21.85167
2008,10,31,15,00,00,7.823
2008,10,31,15,30,00,6.33867
2008,10,31,16,00,00,1.31333
2008,10,31,16,30,00,0.354
2008,10,31,17,00,00,0.018
2008,10,31,17,30,00,-0.03
2008,10,31,18,00,00,-0.03
2008,10,31,18,30,00,-0.03
2008,10,31,19,00,00,-0.03
2008,10,31,19,30,00,-0.03
2008,10,31,20,00,00,-0.03
2008,10,31,20,30,00,-0.03
2008,10,31,21,00,00,-0.03
2008,10,31,21,30,00,0.018
2008,10,31,22,00,00,-0.03
2008,10,31,22,30,00,0.018
2008,10,31,23,00,00,0.018
2008,10,31,23,30,00,-0.03
2008,11,01,00,00,00,0.032
2008,11,01,00,30,00,-0.16
2008,11,01,01,00,00,-0.016
2008,11,01,01,30,00,0.032
2008,11,01,02,00,00,-0.064
2008,11,01,02,30,00,-0.064
2008,11,01,03,00,00,0.847
2008,11,01,03,30,00,0.23133
2008,11,01,04,00,00,0.04067
2008,11,01,04,30,00,0.04067
2008,11,01,05,00,00,0.18367
2008,11,01,05,30,00,0.04067
2008,11,01,06,00,00,-0.05467
2008,11,01,06,30,00,0.08833
2008,11,01,07,00,00,0.136
2008,11,01,07,30,00,0.94567
2008,11,01,08,00,00,4.702
2008,11,01,08,30,00,10.897
2008,11,01,09,00,00,23.85333
2008,11,01,09,30,00,27.76133
2008,11,01,10,00,00,31.192
2008,11,01,10,30,00,25.52433
2008,11,01,11,00,00,22.81367
2008,11,01,11,30,00,23.343
2008,11,01,12,00,00,19.87
2008,11,01,12,30,00,38.99233
2008,11,01,13,00,00,33.654
2008,11,01,13,30,00,23.255
2008,11,01,14,00,00,22.35067
2008,11,01,14,30,00,13.578
2008,11,01,15,00,00,8.62067
2008,11,01,15,30,00,5.999
2008,11,01,16,00,00,3.80633
2008,11,01,16,30,00,0.708
2008,11,01,17,00,00,0.23133
2008,11,01,17,30,00,-0.05467
2008,11,01,18,00,00,-0.10233
2008,11,01,18,30,00,-0.62667
2008,11,01,19,00,00,-3.66967
2008,11,01,19,30,00,-3.715
2008,11,01,20,00,00,-1.81533
2008,11,01,20,30,00,-1.48467
2008,11,01,21,00,00,-0.48367
2008,11,01,21,30,00,-0.62667
2008,11,01,22,00,00,-0.15
2008,11,01,22,30,00,-0.15
2008,11,01,23,00,00,0.08833
2008,11,01,23,30,00,0.65933
2008,11,02,00,00,00,1.149
2008,11,02,00,30,00,0.76767
2008,11,02,01,00,00,0.38867
2008,11,02,01,30,00,-2.13
2008,11,02,02,00,00,-3.702
2008,11,02,02,30,00,-4.36433
2008,11,02,03,00,00,-4.02767
2008,11,02,03,30,00,-4.17133
2008,11,02,04,00,00,-3.646
2008,11,02,04,30,00,-2.22333
2008,11,02,05,00,00,0.10467
2008,11,02,05,30,00,0.577
2008,11,02,06,00,00,-1.18433
2008,11,02,06,30,00,-0.94667
2008,11,02,07,00,00,-0.75433
2008,11,02,07,30,00,0.52967
2008,11,02,08,00,00,6.72033
2008,11,02,08,30,00,15.90767
2008,11,02,09,00,00,28.6637
2008,11,02,09,30,00,48.81824
2008,11,02,10,00,00,66.67379
2008,11,02,10,30,00,79.249
2008,11,02,11,00,00,109.86067
2008,11,02,11,30,00,115.83313
2008,11,02,12,00,00,118.078
2008,11,02,12,30,00,63.21667
2008,11,02,13,00,00,73.09462
2008,11,02,13,30,00,54.09067
2008,11,02,14,00,00,74.97667
2008,11,02,14,30,00,67.56033
2008,11,02,15,00,00,25.47033
2008,11,02,15,30,00,15.43533
2008,11,02,16,00,00,6.49833
2008,11,02,16,30,00,0.33567
2008,11,02,17,00,00,-0.143
2008,11,02,17,30,00,0.72
2008,11,02,18,00,00,0.72
2008,11,02,18,30,00,0.72
2008,11,02,19,00,00,0.72
2008,11,02,19,30,00,0.72
2008,11,02,20,00,00,0.72
2008,11,02,20,30,00,0.72
2008,11,02,21,00,00,0.192
2008,11,02,21,30,00,-0.576
2008,11,02,22,00,00,-1.006
2008,11,02,22,30,00,-1.578
2008,11,02,23,00,00,-2.05467
2008,11,02,23,30,00,-2.10267
2008,11,03,00,00,00,0.02533
2008,11,03,00,30,00,0.026
2008,11,03,01,00,00,-0.07
2008,11,03,01,30,00,-0.26067
2008,11,03,02,00,00,-0.26067
2008,11,03,02,30,00,-0.213
2008,11,03,03,00,00,0.17
2008,11,03,03,30,00,-0.16533
2008,11,03,04,00,00,-0.07
2008,11,03,04,30,00,-0.07
2008,11,03,05,00,00,-0.213
2008,11,03,05,30,00,0.31133
2008,11,03,06,00,00,0.073
2008,11,03,06,30,00,-0.071
2008,11,03,07,00,00,-0.262
2008,11,03,07,30,00,2.08033
2008,11,03,08,00,00,8.63233
2008,11,03,08,30,00,21.54833
2008,11,03,09,00,00,28.38433
2008,11,03,09,30,00,46.78182
2008,11,03,10,00,00,64.56233
2008,11,03,10,30,00,80.71867
2008,11,03,11,00,00,82.133
2008,11,03,11,30,00,62.18267
2008,11,03,12,00,00,62.821
2008,11,03,12,30,00,74.55533
2008,11,03,13,00,00,70.94846
2008,11,03,13,30,00,85.7828
2008,11,03,14,00,00,66.55
2008,11,03,14,30,00,42.312
2008,11,03,15,00,00,16.60333
2008,11,03,15,30,00,11.37767
2008,11,03,16,00,00,5.766
2008,11,03,16,30,00,1.451
2008,11,03,17,00,00,0.97433
2008,11,03,17,30,00,-0.896
2008,11,03,18,00,00,-1.184
2008,11,03,18,30,00,-0.416
2008,11,03,19,00,00,-0.36567
2008,11,03,19,30,00,1.12
2008,11,03,20,00,00,0.736
2008,11,03,20,30,00,0.01733
2008,11,03,21,00,00,1.696
2008,11,03,21,30,00,2.272
2008,11,03,22,00,00,2.368
2008,11,03,22,30,00,2.416
2008,11,03,23,00,00,2.65567
2008,11,03,23,30,00,2.608
2008,11,04,00,00,00,0.585
2008,11,04,00,30,00,0.9
2008,11,04,01,00,00,0.945
2008,11,04,01,30,00,0.9
2008,11,04,02,00,00,0.9
2008,11,04,02,30,00,0.36
2008,11,04,03,00,00,0.72
2008,11,04,03,30,00,0.9
2008,11,04,04,00,00,0.945
2008,11,04,04,30,00,1.035
2008,11,04,05,00,00,0.945
2008,11,04,05,30,00,0.9
2008,11,04,06,00,00,0.9
2008,11,04,06,30,00,0.9
2008,11,04,07,00,00,0.9
2008,11,04,07,30,00,1.39533
2008,11,04,08,00,00,6.178
2008,11,04,08,30,00,20.11367
2008,11,04,09,00,00,41.72667
2008,11,04,09,30,00,61.51167
2008,11,04,10,00,00,53.45467
2008,11,04,10,30,00,80.803
2008,11,04,11,00,00,45.406
2008,11,04,11,30,00,56.48833
2008,11,04,12,00,00,112.27172
2008,11,04,12,30,00,89.92769
2008,11,04,13,00,00,87.535
2008,11,04,13,30,00,52.218
2008,11,04,14,00,00,41.045
2008,11,04,14,30,00,40.19267
2008,11,04,15,00,00,37.6756
2008,11,04,15,30,00,22.21267
2008,11,04,16,00,00,3.70167
2008,11,04,16,30,00,0.17467
2008,11,04,17,00,00,-0.596
2008,11,04,17,30,00,-1.23067
2008,11,04,18,00,00,-1.09467
2008,11,04,18,30,00,-2.13433
2008,11,04,19,00,00,-1.949
2008,11,04,19,30,00,-1.946
2008,11,04,20,00,00,-2.80733
2008,11,04,20,30,00,-2.98833
2008,11,04,21,00,00,-2.71
2008,11,04,21,30,00,-2.08
2008,11,04,22,00,00,-1.9
2008,11,04,22,30,00,-2.348
2008,11,04,23,00,00,-2.29833
2008,11,04,23,30,00,-2.02567
2008,11,05,00,00,00,0.48667
2008,11,05,00,30,00,0.20267
2008,11,05,01,00,00,0.20267
2008,11,05,01,30,00,-0.46467
2008,11,05,02,00,00,-0.46567
2008,11,05,02,30,00,-0.608
2008,11,05,03,00,00,-0.03567
2008,11,05,03,30,00,-0.08333
2008,11,05,04,00,00,0.20067
2008,11,05,04,30,00,-0.33
2008,11,05,05,00,00,0.054
2008,11,05,05,30,00,0.054
2008,11,05,06,00,00,0.102
2008,11,05,06,30,00,0.342
2008,11,05,07,00,00,0.822
2008,11,05,07,30,00,1.96833
2008,11,05,08,00,00,9.62067
2008,11,05,08,30,00,24.828
2008,11,05,09,00,00,36.75
2008,11,05,09,30,00,NaN
2008,11,05,10,00,00,NaN
2008,11,05,10,30,00,NaN
2008,11,05,11,00,00,64.22
2008,11,05,11,30,00,NaN
2008,11,05,12,00,00,NaN
2008,11,05,12,30,00,NaN
2008,11,05,13,00,00,NaN
2008,11,05,13,30,00,NaN
2008,11,05,14,00,00,NaN
2008,11,05,14,30,00,NaN
2008,11,05,15,00,00,29.21143
2008,11,05,15,30,00,13.70167
2008,11,05,16,00,00,2.78067
2008,11,05,16,30,00,-0.09
2008,11,05,17,00,00,-0.46633
2008,11,05,17,30,00,-0.60767
2008,11,05,18,00,00,-0.417
2008,11,05,18,30,00,-0.60267
2008,11,05,19,00,00,-0.31167
2008,11,05,19,30,00,-0.407
2008,11,05,20,00,00,-0.264
2008,11,05,20,30,00,-0.4
2008,11,05,21,00,00,-0.30267
2008,11,05,21,30,00,-0.44467
2008,11,05,22,00,00,-0.34933
2008,11,05,22,30,00,-0.34933
2008,11,05,23,00,00,-0.34933
2008,11,05,23,30,00,-0.54
2008,11,06,00,00,00,NaN
2008,11,06,00,30,00,NaN
2008,11,06,01,00,00,NaN
2008,11,06,01,30,00,NaN
2008,11,06,02,00,00,NaN
2008,11,06,02,30,00,NaN
2008,11,06,03,00,00,NaN
2008,11,06,03,30,00,NaN
2008,11,06,04,00,00,NaN
2008,11,06,04,30,00,NaN
2008,11,06,05,00,00,NaN
2008,11,06,05,30,00,NaN
2008,11,06,06,00,00,NaN
2008,11,06,06,30,00,NaN
2008,11,06,07,00,00,NaN
2008,11,06,07,30,00,NaN
2008,11,06,08,00,00,NaN
2008,11,06,08,30,00,NaN
2008,11,06,09,00,00,NaN
2008,11,06,09,30,00,NaN
2008,11,06,10,00,00,NaN
2008,11,06,10,30,00,NaN
2008,11,06,11,00,00,NaN
2008,11,06,11,30,00,NaN
2008,11,06,12,00,00,NaN
2008,11,06,12,30,00,NaN
2008,11,06,13,00,00,NaN
2008,11,06,13,30,00,NaN
2008,11,06,14,00,00,NaN
2008,11,06,14,30,00,NaN
2008,11,06,15,00,00,NaN
2008,11,06,15,30,00,NaN
2008,11,06,16,00,00,NaN
2008,11,06,16,30,00,NaN
2008,11,06,17,00,00,NaN
2008,11,06,17,30,00,NaN
2008,11,06,18,00,00,NaN
2008,11,06,18,30,00,NaN
2008,11,06,19,00,00,NaN
2008,11,06,19,30,00,NaN
2008,11,06,20,00,00,NaN
2008,11,06,20,30,00,NaN
2008,11,06,21,00,00,NaN
2008,11,06,21,30,00,NaN
2008,11,06,22,00,00,NaN
2008,11,06,22,30,00,NaN
2008,11,06,23,00,00,NaN
2008,11,06,23,30,00,NaN
2008,11,07,00,00,00,-1.86467
2008,11,07,00,30,00,-1.81733
2008,11,07,01,00,00,-1.912
2008,11,07,01,30,00,-1.86467
2008,11,07,02,00,00,-1.86467
2008,11,07,02,30,00,-1.72267
2008,11,07,03,00,00,-1.53333
2008,11,07,03,30,00,0.31433
2008,11,07,04,00,00,1.07
2008,11,07,04,30,00,0.928
2008,11,07,05,00,00,1.07
2008,11,07,05,30,00,0.355
2008,11,07,06,00,00,0.21267
2008,11,07,06,30,00,0.30733
2008,11,07,07,00,00,-0.73867
2008,11,07,07,30,00,0.78333
2008,11,07,08,00,00,6.96367
2008,11,07,08,30,00,19.4669
2008,11,07,09,00,00,36.11333
2008,11,07,09,30,00,36.40033
2008,11,07,10,00,00,42.97967
2008,11,07,10,30,00,63.67367
2008,11,07,11,00,00,76.11407
2008,11,07,11,30,00,NaN
2008,11,07,12,00,00,103.11917
2008,11,07,12,30,00,77.33625
2008,11,07,13,00,00,82.56433
2008,11,07,13,30,00,73.111
2008,11,07,14,00,00,NaN
2008,11,07,14,30,00,57.43
2008,11,07,15,00,00,37.0195
2008,11,07,15,30,00,11.51633
2008,11,07,16,00,00,-0.32167
2008,11,07,16,30,00,-1.46167
2008,11,07,17,00,00,-0.55433
2008,11,07,17,30,00,0.394
2008,11,07,18,00,00,1.06033
2008,11,07,18,30,00,1.06
2008,11,07,19,00,00,1.06
2008,11,07,19,30,00,1.06
2008,11,07,20,00,00,1.06
2008,11,07,20,30,00,0.82167
2008,11,07,21,00,00,-0.89367
2008,11,07,21,30,00,-0.17333
2008,11,07,22,00,00,-0.12167
2008,11,07,22,30,00,0.73633
2008,11,07,23,00,00,1.16533
2008,11,07,23,30,00,1.07
2008,11,08,00,00,00,-0.15
2008,11,08,00,30,00,-0.007
2008,11,08,01,00,00,-0.15
2008,11,08,01,30,00,-0.00467
2008,11,08,02,00,00,-0.23533
2008,11,08,02,30,00,-0.04533
2008,11,08,03,00,00,-0.09267
2008,11,08,03,30,00,-0.09267
2008,11,08,04,00,00,-0.04533
2008,11,08,04,30,00,-0.04533
2008,11,08,05,00,00,-0.09267
2008,11,08,05,30,00,-0.18767
2008,11,08,06,00,00,-0.23533
2008,11,08,06,30,00,-0.426
2008,11,08,07,00,00,-0.14033
2008,11,08,07,30,00,0.57067
2008,11,08,08,00,00,3.282
2008,11,08,08,30,00,9.13833
2008,11,08,09,00,00,14.70467
2008,11,08,09,30,00,15.89433
2008,11,08,10,00,00,20.94667
2008,11,08,10,30,00,28.38233
2008,11,08,11,00,00,28.53067
2008,11,08,11,30,00,26.72533
2008,11,08,12,00,00,18.011
2008,11,08,12,30,00,16.48567
2008,11,08,13,00,00,15.81833
2008,11,08,13,30,00,11.90967
2008,11,08,14,00,00,6.52333
2008,11,08,14,30,00,5.47467
2008,11,08,15,00,00,4.66567
2008,11,08,15,30,00,1.566
2008,11,08,16,00,00,0.565
2008,11,08,16,30,00,0.32667
2008,11,08,17,00,00,-0.007
2008,11,08,17,30,00,0.08833
2008,11,08,18,00,00,0.279
2008,11,08,18,30,00,0.04067
2008,11,08,19,00,00,0.08833
2008,11,08,19,30,00,0.279
2008,11,08,20,00,00,0.32667
2008,11,08,20,30,00,0.23133
2008,11,08,21,00,00,0.23133
2008,11,08,21,30,00,0.23133
2008,11,08,22,00,00,0.37433
2008,11,08,22,30,00,0.279
2008,11,08,23,00,00,0.32667
2008,11,08,23,30,00,0.422
2008,11,09,00,00,00,0.03
2008,11,09,00,30,00,-0.018
2008,11,09,01,00,00,0.03
2008,11,09,01,30,00,-0.066
2008,11,09,02,00,00,0.078
2008,11,09,02,30,00,0.078
2008,11,09,03,00,00,0.078
2008,11,09,03,30,00,0.03
2008,11,09,04,00,00,0.078
2008,11,09,04,30,00,0.03
2008,11,09,05,00,00,0.03
2008,11,09,05,30,00,0.222
2008,11,09,06,00,00,0.03
2008,11,09,06,30,00,0.078
