Year,Month,Day,Hour,Minute,Second,HYY_EDDYMAST.u_star_270
2020,03,05,18,00,00,0.42927
2020,03,05,18,30,00,0.32372
2020,03,05,19,00,00,0.31447
2020,03,05,19,30,00,0.43682
2020,03,05,20,00,00,0.35466
2020,03,05,20,30,00,0.18397
2020,03,05,21,00,00,0.17558
2020,03,05,21,30,00,0.25639
2020,03,05,22,00,00,0.32426
2020,03,05,22,30,00,0.43369
2020,03,05,23,00,00,0.59733
2020,03,05,23,30,00,0.61406
2020,03,06,00,00,00,0.4577
2020,03,06,00,30,00,0.54773
2020,03,06,01,00,00,0.56231
2020,03,06,01,30,00,0.47927
2020,03,06,02,00,00,0.45046
2020,03,06,02,30,00,0.46055
2020,03,06,03,00,00,0.54839
2020,03,06,03,30,00,0.62576
2020,03,06,04,00,00,0.68691
2020,03,06,04,30,00,0.6062
2020,03,06,05,00,00,0.63681
2020,03,06,05,30,00,0.54758
2020,03,06,06,00,00,0.54175
2020,03,06,06,30,00,0.64446
2020,03,06,07,00,00,0.67942
2020,03,06,07,30,00,0.6172
2020,03,06,08,00,00,0.67847
2020,03,06,08,30,00,0.75243
2020,03,06,09,00,00,0.79505
2020,03,06,09,30,00,0.64872
2020,03,06,10,00,00,0.72913
2020,03,06,10,30,00,0.83603
2020,03,06,11,00,00,0.86224
2020,03,06,11,30,00,0.75598
2020,03,06,12,00,00,0.7528
2020,03,06,12,30,00,0.86716
2020,03,06,13,00,00,0.84158
2020,03,06,13,30,00,0.73952
2020,03,06,14,00,00,0.77485
2020,03,06,14,30,00,0.86008
2020,03,06,15,00,00,0.75495
2020,03,06,15,30,00,0.78991
2020,03,06,16,00,00,0.64977
2020,03,06,16,30,00,0.58611
2020,03,06,17,00,00,0.48674
2020,03,06,17,30,00,0.36519
2020,03,06,18,00,00,0.25139
2020,03,06,18,30,00,0.13513
2020,03,06,19,00,00,0.19441
2020,03,06,19,30,00,0.26518
2020,03,06,20,00,00,0.29075
2020,03,06,20,30,00,0.16367
2020,03,06,21,00,00,0.14864
2020,03,06,21,30,00,0.25919
2020,03,06,22,00,00,0.34481
2020,03,06,22,30,00,0.34713
2020,03,06,23,00,00,0.39599
2020,03,06,23,30,00,0.33482
2020,03,07,00,00,00,0.32639
2020,03,07,00,30,00,0.28029
2020,03,07,01,00,00,0.32094
2020,03,07,01,30,00,0.2591
2020,03,07,02,00,00,0.35143
2020,03,07,02,30,00,0.29941
2020,03,07,03,00,00,0.23612
2020,03,07,03,30,00,0.19614
2020,03,07,04,00,00,0.1414
2020,03,07,04,30,00,0.1119
2020,03,07,05,00,00,0.12317
2020,03,07,05,30,00,0.10845
2020,03,07,06,00,00,0.07055
2020,03,07,06,30,00,NaN
2020,03,07,07,00,00,NaN
2020,03,07,07,30,00,0.13875
2020,03,07,08,00,00,0.10304
2020,03,07,08,30,00,0.11837
2020,03,07,09,00,00,0.135
2020,03,07,09,30,00,0.1449
2020,03,07,10,00,00,0.17291
2020,03,07,10,30,00,NaN
2020,03,07,11,00,00,0.36113
2020,03,07,11,30,00,0.2862
2020,03,07,12,00,00,0.31309
2020,03,07,12,30,00,0.29181
2020,03,07,13,00,00,0.20124
2020,03,07,13,30,00,0.29366
2020,03,07,14,00,00,0.3419
2020,03,07,14,30,00,0.32784
2020,03,07,15,00,00,0.2242
2020,03,07,15,30,00,0.34256
2020,03,07,16,00,00,0.21095
2020,03,07,16,30,00,0.14853
2020,03,07,17,00,00,0.08291
2020,03,07,17,30,00,0.07222
2020,03,07,18,00,00,0.07811
2020,03,07,18,30,00,NaN
2020,03,07,19,00,00,NaN
2020,03,07,19,30,00,NaN
2020,03,07,20,00,00,0.07243
2020,03,07,20,30,00,0.06729
2020,03,07,21,00,00,0.10023
2020,03,07,21,30,00,0.13547
2020,03,07,22,00,00,0.09487
2020,03,07,22,30,00,0.0868
2020,03,07,23,00,00,0.08796
2020,03,07,23,30,00,0.09499
2020,03,08,00,00,00,0.11533
2020,03,08,00,30,00,0.07026
2020,03,08,01,00,00,0.0742
2020,03,08,01,30,00,0.0752
2020,03,08,02,00,00,0.06337
2020,03,08,02,30,00,0.09666
2020,03,08,03,00,00,0.12255
2020,03,08,03,30,00,0.13197
2020,03,08,04,00,00,0.11946
2020,03,08,04,30,00,0.14028
2020,03,08,05,00,00,0.18364
2020,03,08,05,30,00,0.23814
2020,03,08,06,00,00,0.26127
2020,03,08,06,30,00,0.22093
2020,03,08,07,00,00,0.27395
2020,03,08,07,30,00,0.23128
2020,03,08,08,00,00,0.29694
2020,03,08,08,30,00,0.28514
2020,03,08,09,00,00,0.33119
2020,03,08,09,30,00,NaN
2020,03,08,10,00,00,0.38873
2020,03,08,10,30,00,0.44271
2020,03,08,11,00,00,0.61604
2020,03,08,11,30,00,0.80641
2020,03,08,12,00,00,0.94696
2020,03,08,12,30,00,0.86075
2020,03,08,13,00,00,0.89321
2020,03,08,13,30,00,0.67302
2020,03,08,14,00,00,1.00687
2020,03,08,14,30,00,0.8243
2020,03,08,15,00,00,0.66401
2020,03,08,15,30,00,0.68932
2020,03,08,16,00,00,0.71154
2020,03,08,16,30,00,0.76166
2020,03,08,17,00,00,0.57148
2020,03,08,17,30,00,0.79653
2020,03,08,18,00,00,0.67764
2020,03,08,18,30,00,0.515
2020,03,08,19,00,00,0.831
2020,03,08,19,30,00,0.83424
2020,03,08,20,00,00,1.02368
2020,03,08,20,30,00,0.81781
2020,03,08,21,00,00,0.89525
2020,03,08,21,30,00,0.89294
2020,03,08,22,00,00,0.83674
2020,03,08,22,30,00,0.90788
2020,03,08,23,00,00,0.89172
2020,03,08,23,30,00,0.82231
2020,03,09,00,00,00,0.85364
2020,03,09,00,30,00,0.87424
2020,03,09,01,00,00,0.88745
2020,03,09,01,30,00,0.92932
2020,03,09,02,00,00,1.03849
2020,03,09,02,30,00,1.03931
2020,03,09,03,00,00,0.94488
2020,03,09,03,30,00,0.92057
2020,03,09,04,00,00,0.93763
2020,03,09,04,30,00,0.80415
2020,03,09,05,00,00,1.10984
2020,03,09,05,30,00,0.963
2020,03,09,06,00,00,0.93415
2020,03,09,06,30,00,0.74932
2020,03,09,07,00,00,0.77993
2020,03,09,07,30,00,0.71229
2020,03,09,08,00,00,0.73555
2020,03,09,08,30,00,0.85287
2020,03,09,09,00,00,0.81626
2020,03,09,09,30,00,0.70182
2020,03,09,10,00,00,0.57519
2020,03,09,10,30,00,0.63115
2020,03,09,11,00,00,0.64781
2020,03,09,11,30,00,0.82212
2020,03,09,12,00,00,0.64514
2020,03,09,12,30,00,0.73045
2020,03,09,13,00,00,0.71166
2020,03,09,13,30,00,0.72161
2020,03,09,14,00,00,0.5263
2020,03,09,14,30,00,0.5372
2020,03,09,15,00,00,0.66424
2020,03,09,15,30,00,0.63941
2020,03,09,16,00,00,0.69164
2020,03,09,16,30,00,0.61696
2020,03,09,17,00,00,0.69439
2020,03,09,17,30,00,0.76148
2020,03,09,18,00,00,0.62608
2020,03,09,18,30,00,0.72814
2020,03,09,19,00,00,0.69425
2020,03,09,19,30,00,0.60171
2020,03,09,20,00,00,0.57245
2020,03,09,20,30,00,0.57984
2020,03,09,21,00,00,0.52665
2020,03,09,21,30,00,0.64256
2020,03,09,22,00,00,0.65807
2020,03,09,22,30,00,0.6398
2020,03,09,23,00,00,0.69339
2020,03,09,23,30,00,0.68467
2020,03,10,00,00,00,0.58176
2020,03,10,00,30,00,0.6725
2020,03,10,01,00,00,0.6532
2020,03,10,01,30,00,0.60661
2020,03,10,02,00,00,0.56676
2020,03,10,02,30,00,0.54596
2020,03,10,03,00,00,0.53002
2020,03,10,03,30,00,0.44464
2020,03,10,04,00,00,0.38133
2020,03,10,04,30,00,0.38225
2020,03,10,05,00,00,0.3786
2020,03,10,05,30,00,0.34349
2020,03,10,06,00,00,0.38589
2020,03,10,06,30,00,0.35481
2020,03,10,07,00,00,0.21906
2020,03,10,07,30,00,0.22471
2020,03,10,08,00,00,0.28111
2020,03,10,08,30,00,0.459
2020,03,10,09,00,00,0.539
2020,03,10,09,30,00,0.40728
2020,03,10,10,00,00,0.34972
2020,03,10,10,30,00,0.36823
2020,03,10,11,00,00,0.42436
2020,03,10,11,30,00,0.31191
2020,03,10,12,00,00,0.48667
2020,03,10,12,30,00,0.35335
2020,03,10,13,00,00,0.3267
2020,03,10,13,30,00,0.29297
2020,03,10,14,00,00,0.34918
2020,03,10,14,30,00,0.38006
2020,03,10,15,00,00,0.29462
2020,03,10,15,30,00,0.29547
2020,03,10,16,00,00,0.39495
2020,03,10,16,30,00,0.42922
2020,03,10,17,00,00,0.32381
2020,03,10,17,30,00,0.35815
2020,03,10,18,00,00,0.38007
2020,03,10,18,30,00,0.40274
2020,03,10,19,00,00,0.47255
2020,03,10,19,30,00,0.45154
2020,03,10,20,00,00,0.40579
2020,03,10,20,30,00,0.42817
2020,03,10,21,00,00,0.50138
2020,03,10,21,30,00,0.42393
2020,03,10,22,00,00,0.37029
2020,03,10,22,30,00,0.38715
2020,03,10,23,00,00,0.51408
2020,03,10,23,30,00,0.54018
2020,03,11,00,00,00,0.50946
2020,03,11,00,30,00,0.29353
2020,03,11,01,00,00,0.19666
2020,03,11,01,30,00,0.32573
2020,03,11,02,00,00,0.35456
2020,03,11,02,30,00,0.24849
2020,03,11,03,00,00,0.50553
2020,03,11,03,30,00,0.54655
2020,03,11,04,00,00,0.58659
2020,03,11,04,30,00,0.62083
2020,03,11,05,00,00,0.61696
2020,03,11,05,30,00,0.63063
2020,03,11,06,00,00,0.61538
2020,03,11,06,30,00,0.60484
2020,03,11,07,00,00,0.65353
2020,03,11,07,30,00,0.72951
2020,03,11,08,00,00,0.6707
2020,03,11,08,30,00,0.81734
2020,03,11,09,00,00,0.68922
2020,03,11,09,30,00,0.84041
2020,03,11,10,00,00,0.71098
2020,03,11,10,30,00,0.82269
2020,03,11,11,00,00,0.83824
2020,03,11,11,30,00,0.84151
2020,03,11,12,00,00,0.68059
2020,03,11,12,30,00,0.89914
2020,03,11,13,00,00,0.74696
2020,03,11,13,30,00,0.69313
2020,03,11,14,00,00,0.70679
2020,03,11,14,30,00,0.61653
2020,03,11,15,00,00,0.55306
2020,03,11,15,30,00,0.56516
2020,03,11,16,00,00,0.4903
2020,03,11,16,30,00,0.56274
2020,03,11,17,00,00,0.37576
2020,03,11,17,30,00,0.46055
2020,03,11,18,00,00,0.45619
2020,03,11,18,30,00,0.39186
2020,03,11,19,00,00,0.32893
2020,03,11,19,30,00,0.37367
2020,03,11,20,00,00,0.2594
2020,03,11,20,30,00,0.26876
2020,03,11,21,00,00,0.22764
2020,03,11,21,30,00,0.29339
2020,03,11,22,00,00,0.15186
2020,03,11,22,30,00,0.2162
2020,03,11,23,00,00,0.30636
2020,03,11,23,30,00,0.31662
2020,03,12,00,00,00,0.34683
2020,03,12,00,30,00,0.34741
2020,03,12,01,00,00,0.36728
2020,03,12,01,30,00,NaN
2020,03,12,02,00,00,0.5888
2020,03,12,02,30,00,NaN
2020,03,12,03,00,00,0.49426
2020,03,12,03,30,00,0.466
2020,03,12,04,00,00,0.50979
2020,03,12,04,30,00,0.52955
2020,03,12,05,00,00,0.49957
2020,03,12,05,30,00,0.53718
2020,03,12,06,00,00,0.51879
2020,03,12,06,30,00,0.56834
2020,03,12,07,00,00,0.59957
2020,03,12,07,30,00,0.6543
2020,03,12,08,00,00,0.59667
2020,03,12,08,30,00,0.53417
2020,03,12,09,00,00,0.58524
2020,03,12,09,30,00,0.81778
2020,03,12,10,00,00,0.58393
2020,03,12,10,30,00,NaN
2020,03,12,11,00,00,NaN
2020,03,12,11,30,00,NaN
2020,03,12,12,00,00,0.62373
2020,03,12,12,30,00,0.59133
2020,03,12,13,00,00,0.7402
2020,03,12,13,30,00,0.93442
2020,03,12,14,00,00,0.7726
2020,03,12,14,30,00,0.693
2020,03,12,15,00,00,0.61662
2020,03,12,15,30,00,0.62544
2020,03,12,16,00,00,0.43387
2020,03,12,16,30,00,0.67595
2020,03,12,17,00,00,0.74187
2020,03,12,17,30,00,0.35153
2020,03,12,18,00,00,0.18149
2020,03,12,18,30,00,NaN
2020,03,12,19,00,00,NaN
2020,03,12,19,30,00,NaN
2020,03,12,20,00,00,NaN
2020,03,12,20,30,00,NaN
2020,03,12,21,00,00,0.07706
2020,03,12,21,30,00,NaN
2020,03,12,22,00,00,NaN
2020,03,12,22,30,00,0.1086
2020,03,12,23,00,00,0.15815
2020,03,12,23,30,00,0.19559
2020,03,13,00,00,00,0.30379
2020,03,13,00,30,00,0.51131
2020,03,13,01,00,00,0.35699
2020,03,13,01,30,00,0.4532
2020,03,13,02,00,00,0.53921
2020,03,13,02,30,00,0.67267
2020,03,13,03,00,00,0.63848
2020,03,13,03,30,00,0.65785
2020,03,13,04,00,00,0.63456
2020,03,13,04,30,00,0.70152
2020,03,13,05,00,00,0.64384
2020,03,13,05,30,00,0.69789
2020,03,13,06,00,00,0.78384
2020,03,13,06,30,00,0.70407
2020,03,13,07,00,00,0.74941
2020,03,13,07,30,00,0.73578
2020,03,13,08,00,00,0.88367
2020,03,13,08,30,00,0.79821
2020,03,13,09,00,00,0.81643
2020,03,13,09,30,00,1.01191
2020,03,13,10,00,00,1.10344
2020,03,13,10,30,00,1.05429
2020,03,13,11,00,00,1.03348
2020,03,13,11,30,00,0.86656
2020,03,13,12,00,00,0.92134
2020,03,13,12,30,00,0.78191
2020,03,13,13,00,00,0.93582
2020,03,13,13,30,00,0.91055
2020,03,13,14,00,00,0.9803
2020,03,13,14,30,00,1.08924
2020,03,13,15,00,00,0.79936
2020,03,13,15,30,00,0.86081
2020,03,13,16,00,00,0.83115
2020,03,13,16,30,00,0.72291
2020,03,13,17,00,00,NaN
2020,03,13,17,30,00,0.88824
2020,03,13,18,00,00,0.93829
2020,03,13,18,30,00,0.86978
2020,03,13,19,00,00,0.99483
2020,03,13,19,30,00,0.6443
2020,03,13,20,00,00,0.66165
2020,03,13,20,30,00,0.71854
2020,03,13,21,00,00,0.57438
2020,03,13,21,30,00,0.55075
2020,03,13,22,00,00,0.37859
2020,03,13,22,30,00,0.29569
2020,03,13,23,00,00,0.27462
2020,03,13,23,30,00,0.24304
2020,03,14,00,00,00,0.17863
2020,03,14,00,30,00,0.08103
2020,03,14,01,00,00,0.18157
2020,03,14,01,30,00,0.26378
2020,03,14,02,00,00,0.43567
2020,03,14,02,30,00,0.60795
2020,03,14,03,00,00,0.59059
2020,03,14,03,30,00,0.47724
2020,03,14,04,00,00,0.40576
2020,03,14,04,30,00,0.38516
2020,03,14,05,00,00,0.41089
2020,03,14,05,30,00,0.45355
2020,03,14,06,00,00,0.41818
2020,03,14,06,30,00,0.54128
2020,03,14,07,00,00,0.48977
2020,03,14,07,30,00,0.68291
2020,03,14,08,00,00,0.74567
2020,03,14,08,30,00,0.65831
2020,03,14,09,00,00,0.78933
2020,03,14,09,30,00,0.77931
2020,03,14,10,00,00,0.80757
2020,03,14,10,30,00,0.70702
2020,03,14,11,00,00,1.07014
2020,03,14,11,30,00,1.1136
2020,03,14,12,00,00,1.00191
2020,03,14,12,30,00,1.0367
2020,03,14,13,00,00,0.95269
2020,03,14,13,30,00,1.08104
2020,03,14,14,00,00,1.06015
2020,03,14,14,30,00,1.19559
2020,03,14,15,00,00,1.03797
2020,03,14,15,30,00,0.8888
2020,03,14,16,00,00,0.94396
2020,03,14,16,30,00,0.84938
2020,03,14,17,00,00,0.85725
2020,03,14,17,30,00,0.61928
2020,03,14,18,00,00,0.51874
2020,03,14,18,30,00,0.3697
2020,03,14,19,00,00,0.37425
2020,03,14,19,30,00,0.253
2020,03,14,20,00,00,0.10795
2020,03,14,20,30,00,0.07224
2020,03,14,21,00,00,0.08646
2020,03,14,21,30,00,0.12316
2020,03,14,22,00,00,0.23217
2020,03,14,22,30,00,0.23436
2020,03,14,23,00,00,0.11326
2020,03,14,23,30,00,0.13175
2020,03,15,00,00,00,0.09982
2020,03,15,00,30,00,0.13571
2020,03,15,01,00,00,0.16941
2020,03,15,01,30,00,0.1737
2020,03,15,02,00,00,0.20762
2020,03,15,02,30,00,0.30773
2020,03,15,03,00,00,0.33654
2020,03,15,03,30,00,0.37089
2020,03,15,04,00,00,0.50513
2020,03,15,04,30,00,0.5868
2020,03,15,05,00,00,0.6795
2020,03,15,05,30,00,0.55533
2020,03,15,06,00,00,0.56
2020,03,15,06,30,00,0.7045
2020,03,15,07,00,00,0.60672
2020,03,15,07,30,00,0.63146
2020,03,15,08,00,00,0.86885
2020,03,15,08,30,00,1.01543
2020,03,15,09,00,00,0.99299
2020,03,15,09,30,00,1.16779
2020,03,15,10,00,00,1.53682
2020,03,15,10,30,00,1.48138
2020,03,15,11,00,00,1.46794
2020,03,15,11,30,00,1.33861
2020,03,15,12,00,00,1.35631
2020,03,15,12,30,00,1.42646
2020,03,15,13,00,00,1.3696
2020,03,15,13,30,00,1.3425
2020,03,15,14,00,00,1.15172
2020,03,15,14,30,00,1.3218
2020,03,15,15,00,00,1.26766
2020,03,15,15,30,00,1.2929
2020,03,15,16,00,00,1.25703
2020,03,15,16,30,00,1.07388
2020,03,15,17,00,00,1.22499
2020,03,15,17,30,00,1.28739
2020,03,15,18,00,00,1.28546
2020,03,15,18,30,00,1.22906
2020,03,15,19,00,00,1.14472
2020,03,15,19,30,00,1.06732
2020,03,15,20,00,00,1.23443
2020,03,15,20,30,00,1.27102
2020,03,15,21,00,00,1.11978
2020,03,15,21,30,00,1.18803
2020,03,15,22,00,00,1.21809
2020,03,15,22,30,00,1.31498
2020,03,15,23,00,00,1.10306
2020,03,15,23,30,00,1.17673
2020,03,16,00,00,00,1.22975
2020,03,16,00,30,00,1.16831
2020,03,16,01,00,00,1.07615
2020,03,16,01,30,00,1.16453
2020,03,16,02,00,00,1.04295
2020,03,16,02,30,00,1.06368
2020,03,16,03,00,00,1.03704
2020,03,16,03,30,00,1.10487
2020,03,16,04,00,00,1.03818
2020,03,16,04,30,00,1.05476
2020,03,16,05,00,00,1.02391
2020,03,16,05,30,00,0.88866
2020,03,16,06,00,00,0.80753
2020,03,16,06,30,00,0.60792
2020,03,16,07,00,00,0.75962
2020,03,16,07,30,00,0.87268
2020,03,16,08,00,00,0.80711
2020,03,16,08,30,00,0.83332
2020,03,16,09,00,00,0.89194
2020,03,16,09,30,00,0.82557
2020,03,16,10,00,00,0.85386
2020,03,16,10,30,00,0.87287
2020,03,16,11,00,00,0.91895
2020,03,16,11,30,00,0.94827
2020,03,16,12,00,00,1.01735
2020,03,16,12,30,00,0.91874
2020,03,16,13,00,00,0.82351
2020,03,16,13,30,00,0.91075
2020,03,16,14,00,00,0.90032
2020,03,16,14,30,00,0.78101
2020,03,16,15,00,00,0.86884
2020,03,16,15,30,00,0.93577
2020,03,16,16,00,00,0.81985
2020,03,16,16,30,00,0.72383
2020,03,16,17,00,00,0.60901
2020,03,16,17,30,00,0.446
2020,03,16,18,00,00,0.21681
2020,03,16,18,30,00,0.22007
2020,03,16,19,00,00,0.14082
2020,03,16,19,30,00,0.15903
2020,03,16,20,00,00,0.16443
2020,03,16,20,30,00,0.1441
2020,03,16,21,00,00,0.17632
2020,03,16,21,30,00,0.20261
2020,03,16,22,00,00,0.18748
2020,03,16,22,30,00,0.10021
2020,03,16,23,00,00,0.12163
2020,03,16,23,30,00,0.08667
2020,03,17,00,00,00,0.0415
2020,03,17,00,30,00,0.10443
2020,03,17,01,00,00,0.12939
2020,03,17,01,30,00,0.1288
2020,03,17,02,00,00,NaN
2020,03,17,02,30,00,NaN
2020,03,17,03,00,00,NaN
2020,03,17,03,30,00,0.11445
2020,03,17,04,00,00,0.1111
2020,03,17,04,30,00,0.14829
2020,03,17,05,00,00,0.16662
2020,03,17,05,30,00,0.26815
2020,03,17,06,00,00,0.359
2020,03,17,06,30,00,0.35792
2020,03,17,07,00,00,0.27711
2020,03,17,07,30,00,0.48199
2020,03,17,08,00,00,0.78836
2020,03,17,08,30,00,0.81102
2020,03,17,09,00,00,NaN
2020,03,17,09,30,00,NaN
2020,03,17,10,00,00,1.07714
2020,03,17,10,30,00,1.08913
2020,03,17,11,00,00,0.91035
2020,03,17,11,30,00,0.99911
2020,03,17,12,00,00,1.25179
2020,03,17,12,30,00,1.07617
2020,03,17,13,00,00,1.06499
2020,03,17,13,30,00,1.20404
2020,03,17,14,00,00,0.82936
2020,03,17,14,30,00,0.90559
2020,03,17,15,00,00,0.84547
2020,03,17,15,30,00,1.03826
2020,03,17,16,00,00,1.20154
2020,03,17,16,30,00,1.11598
2020,03,17,17,00,00,1.21512
2020,03,17,17,30,00,1.2529
2020,03,17,18,00,00,1.18194
2020,03,17,18,30,00,1.13042
2020,03,17,19,00,00,1.10245
2020,03,17,19,30,00,1.12894
2020,03,17,20,00,00,1.00126
2020,03,17,20,30,00,1.02611
2020,03,17,21,00,00,1.01756
2020,03,17,21,30,00,1.16376
2020,03,17,22,00,00,0.9226
2020,03,17,22,30,00,0.97769
2020,03,17,23,00,00,0.97258
2020,03,17,23,30,00,0.86494
2020,03,18,00,00,00,0.85313
2020,03,18,00,30,00,0.72092
2020,03,18,01,00,00,0.87277
2020,03,18,01,30,00,0.95242
2020,03,18,02,00,00,0.66736
2020,03,18,02,30,00,0.70706
2020,03,18,03,00,00,0.70224
2020,03,18,03,30,00,0.69318
2020,03,18,04,00,00,0.64237
2020,03,18,04,30,00,0.66736
2020,03,18,05,00,00,0.696
2020,03,18,05,30,00,0.65143
2020,03,18,06,00,00,0.71724
2020,03,18,06,30,00,0.7403
2020,03,18,07,00,00,0.6248
2020,03,18,07,30,00,0.66243
2020,03,18,08,00,00,0.7424
2020,03,18,08,30,00,0.89923
2020,03,18,09,00,00,0.75511
2020,03,18,09,30,00,0.93398
2020,03,18,10,00,00,0.81807
2020,03,18,10,30,00,0.64694
2020,03,18,11,00,00,0.67947
2020,03,18,11,30,00,0.81315
2020,03,18,12,00,00,0.87202
2020,03,18,12,30,00,0.8633
2020,03,18,13,00,00,0.71584
2020,03,18,13,30,00,0.6513
2020,03,18,14,00,00,0.74069
2020,03,18,14,30,00,0.70526
2020,03,18,15,00,00,0.68134
2020,03,18,15,30,00,0.74077
2020,03,18,16,00,00,0.86985
2020,03,18,16,30,00,0.68852
2020,03,18,17,00,00,0.5346
2020,03,18,17,30,00,0.4548
2020,03,18,18,00,00,0.2927
2020,03,18,18,30,00,0.28464
2020,03,18,19,00,00,0.26501
2020,03,18,19,30,00,0.31649
2020,03,18,20,00,00,0.25108
2020,03,18,20,30,00,0.22001
2020,03,18,21,00,00,0.1472
2020,03,18,21,30,00,0.25788
2020,03,18,22,00,00,NaN
2020,03,18,22,30,00,NaN
2020,03,18,23,00,00,NaN
2020,03,18,23,30,00,NaN
2020,03,19,00,00,00,0.47463
2020,03,19,00,30,00,0.55196
2020,03,19,01,00,00,0.53885
2020,03,19,01,30,00,0.60679
2020,03,19,02,00,00,0.60801
2020,03,19,02,30,00,0.60189
2020,03,19,03,00,00,0.75004
2020,03,19,03,30,00,0.64453
2020,03,19,04,00,00,0.62598
2020,03,19,04,30,00,0.6863
2020,03,19,05,00,00,0.60977
2020,03,19,05,30,00,0.64681
2020,03,19,06,00,00,0.63591
2020,03,19,06,30,00,NaN
2020,03,19,07,00,00,0.66456
2020,03,19,07,30,00,0.73189
2020,03,19,08,00,00,0.50969
2020,03,19,08,30,00,0.52748
2020,03,19,09,00,00,0.56228
2020,03,19,09,30,00,0.69437
2020,03,19,10,00,00,0.767
2020,03,19,10,30,00,0.70858
2020,03,19,11,00,00,0.79488
2020,03,19,11,30,00,0.77341
2020,03,19,12,00,00,0.65819
2020,03,19,12,30,00,0.63817
2020,03,19,13,00,00,0.74321
2020,03,19,13,30,00,0.8408
2020,03,19,14,00,00,0.65276
2020,03,19,14,30,00,0.56433
2020,03,19,15,00,00,0.74221
2020,03,19,15,30,00,0.72002
2020,03,19,16,00,00,0.89885
2020,03,19,16,30,00,0.79417
2020,03,19,17,00,00,0.60037
2020,03,19,17,30,00,0.55977
2020,03,19,18,00,00,0.57226
2020,03,19,18,30,00,0.66416
2020,03,19,19,00,00,0.64046
2020,03,19,19,30,00,0.63731
2020,03,19,20,00,00,0.62581
2020,03,19,20,30,00,0.43681
2020,03,19,21,00,00,0.55686
2020,03,19,21,30,00,0.30632
2020,03,19,22,00,00,0.29023
2020,03,19,22,30,00,0.28822
2020,03,19,23,00,00,0.35109
2020,03,19,23,30,00,0.36368
2020,03,20,00,00,00,0.45412
2020,03,20,00,30,00,0.41529
2020,03,20,01,00,00,0.46659
2020,03,20,01,30,00,0.50897
2020,03,20,02,00,00,0.60954
2020,03,20,02,30,00,0.59495
2020,03,20,03,00,00,0.77316
2020,03,20,03,30,00,0.55465
2020,03,20,04,00,00,0.50919
2020,03,20,04,30,00,0.62242
2020,03,20,05,00,00,0.62968
2020,03,20,05,30,00,0.71166
2020,03,20,06,00,00,0.65368
2020,03,20,06,30,00,0.72786
2020,03,20,07,00,00,0.71623
2020,03,20,07,30,00,0.72693
2020,03,20,08,00,00,0.78014
2020,03,20,08,30,00,0.69626
2020,03,20,09,00,00,0.65829
2020,03,20,09,30,00,0.73459
2020,03,20,10,00,00,0.85406
2020,03,20,10,30,00,0.92396
2020,03,20,11,00,00,0.73138
2020,03,20,11,30,00,0.81493
2020,03,20,12,00,00,0.93642
2020,03,20,12,30,00,0.69195
2020,03,20,13,00,00,0.90519
2020,03,20,13,30,00,0.96817
2020,03,20,14,00,00,0.64158
2020,03,20,14,30,00,0.76855
2020,03,20,15,00,00,0.89623
2020,03,20,15,30,00,0.78953
2020,03,20,16,00,00,0.72327
2020,03,20,16,30,00,0.73407
2020,03,20,17,00,00,0.62533
2020,03,20,17,30,00,0.63194
2020,03,20,18,00,00,0.47482
2020,03,20,18,30,00,0.21738
2020,03,20,19,00,00,0.12527
2020,03,20,19,30,00,0.08858
2020,03,20,20,00,00,0.07283
2020,03,20,20,30,00,0.07605
2020,03,20,21,00,00,0.09959
2020,03,20,21,30,00,0.07716
2020,03,20,22,00,00,0.10076
2020,03,20,22,30,00,0.1956
2020,03,20,23,00,00,0.19051
2020,03,20,23,30,00,0.22473
2020,03,21,00,00,00,0.31441
2020,03,21,00,30,00,0.31813
2020,03,21,01,00,00,0.22124
2020,03,21,01,30,00,0.24656
2020,03,21,02,00,00,0.30066
2020,03,21,02,30,00,0.29626
2020,03,21,03,00,00,0.30399
2020,03,21,03,30,00,0.29771
2020,03,21,04,00,00,0.31016
2020,03,21,04,30,00,0.25554
2020,03,21,05,00,00,0.27278
2020,03,21,05,30,00,0.41386
2020,03,21,06,00,00,0.47209
2020,03,21,06,30,00,0.36601
2020,03,21,07,00,00,0.39469
2020,03,21,07,30,00,0.49478
2020,03,21,08,00,00,0.50865
2020,03,21,08,30,00,0.59506
2020,03,21,09,00,00,0.71951
2020,03,21,09,30,00,0.77957
2020,03,21,10,00,00,0.78586
2020,03,21,10,30,00,0.73474
2020,03,21,11,00,00,0.72608
2020,03,21,11,30,00,0.91374
2020,03,21,12,00,00,0.74278
2020,03,21,12,30,00,0.72174
2020,03,21,13,00,00,0.93816
2020,03,21,13,30,00,0.83544
2020,03,21,14,00,00,0.83658
2020,03,21,14,30,00,0.71413
2020,03,21,15,00,00,0.52214
2020,03,21,15,30,00,0.71284
2020,03,21,16,00,00,0.6362
2020,03,21,16,30,00,0.60438
2020,03,21,17,00,00,0.45248
2020,03,21,17,30,00,0.32247
2020,03,21,18,00,00,0.24608
2020,03,21,18,30,00,0.19931
2020,03,21,19,00,00,0.22183
2020,03,21,19,30,00,0.1948
2020,03,21,20,00,00,0.19838
2020,03,21,20,30,00,0.18881
2020,03,21,21,00,00,0.08576
2020,03,21,21,30,00,0.06927
2020,03,21,22,00,00,0.17123
2020,03,21,22,30,00,0.22272
