Year,Month,Day,Hour,Minute,Second,HYY_META.tsoil_A
2019,03,07,02,00,00,1.228
2019,03,07,02,30,00,1.229
2019,03,07,03,00,00,1.225
2019,03,07,03,30,00,1.224
2019,03,07,04,00,00,1.2185
2019,03,07,04,30,00,1.216
2019,03,07,05,00,00,1.2165
2019,03,07,05,30,00,1.212
2019,03,07,06,00,00,1.218
2019,03,07,06,30,00,1.208
2019,03,07,07,00,00,1.2065
2019,03,07,07,30,00,1.199
2019,03,07,08,00,00,1.1975
2019,03,07,08,30,00,1.193
2019,03,07,09,00,00,1.1915
2019,03,07,09,30,00,1.1835
2019,03,07,10,00,00,1.1865
2019,03,07,10,30,00,1.175
2019,03,07,11,00,00,1.161
2019,03,07,11,30,00,1.155
2019,03,07,12,00,00,1.1485
2019,03,07,12,30,00,1.1435
2019,03,07,13,00,00,1.1285
2019,03,07,13,30,00,1.124
2019,03,07,14,00,00,1.1225
2019,03,07,14,30,00,1.1335
2019,03,07,15,00,00,1.1285
2019,03,07,15,30,00,1.1335
2019,03,07,16,00,00,1.1365
2019,03,07,16,30,00,1.143
2019,03,07,17,00,00,1.134
2019,03,07,17,30,00,1.139
2019,03,07,18,00,00,1.135
2019,03,07,18,30,00,1.1465
2019,03,07,19,00,00,1.131
2019,03,07,19,30,00,1.14
2019,03,07,20,00,00,1.1535
2019,03,07,20,30,00,1.135
2019,03,07,21,00,00,1.145
2019,03,07,21,30,00,1.1525
2019,03,07,22,00,00,1.1415
2019,03,07,22,30,00,1.1425
2019,03,07,23,00,00,1.1465
2019,03,07,23,30,00,1.135
2019,03,08,00,00,00,1.1365
2019,03,08,00,30,00,1.137
2019,03,08,01,00,00,1.1405
2019,03,08,01,30,00,1.138
2019,03,08,02,00,00,1.1405
2019,03,08,02,30,00,1.1415
2019,03,08,03,00,00,1.132
2019,03,08,03,30,00,1.134
2019,03,08,04,00,00,1.1325
2019,03,08,04,30,00,1.1285
2019,03,08,05,00,00,1.13
2019,03,08,05,30,00,1.1285
2019,03,08,06,00,00,1.132
2019,03,08,06,30,00,1.135
2019,03,08,07,00,00,1.125
2019,03,08,07,30,00,1.121
2019,03,08,08,00,00,1.116
2019,03,08,08,30,00,1.127
2019,03,08,09,00,00,1.113
2019,03,08,09,30,00,1.111
2019,03,08,10,00,00,1.1035
2019,03,08,10,30,00,1.1035
2019,03,08,11,00,00,1.09
2019,03,08,11,30,00,1.079
2019,03,08,12,00,00,1.0755
2019,03,08,12,30,00,1.073
2019,03,08,13,00,00,1.073
2019,03,08,13,30,00,1.084
2019,03,08,14,00,00,1.089
2019,03,08,14,30,00,1.09
2019,03,08,15,00,00,1.083
2019,03,08,15,30,00,1.0815
2019,03,08,16,00,00,1.0875
2019,03,08,16,30,00,1.084
2019,03,08,17,00,00,1.085
2019,03,08,17,30,00,1.0925
2019,03,08,18,00,00,1.1075
2019,03,08,18,30,00,1.111
2019,03,08,19,00,00,1.111
2019,03,08,19,30,00,1.1085
2019,03,08,20,00,00,1.115
2019,03,08,20,30,00,1.124
2019,03,08,21,00,00,1.1115
2019,03,08,21,30,00,1.127
2019,03,08,22,00,00,1.1325
2019,03,08,22,30,00,1.126
2019,03,08,23,00,00,1.1265
2019,03,08,23,30,00,1.129
2019,03,09,00,00,00,1.123
2019,03,09,00,30,00,1.128
2019,03,09,01,00,00,1.1285
2019,03,09,01,30,00,1.131
2019,03,09,02,00,00,1.133
2019,03,09,02,30,00,1.127
2019,03,09,03,00,00,1.13
2019,03,09,03,30,00,1.1375
2019,03,09,04,00,00,1.146
2019,03,09,04,30,00,1.1585
2019,03,09,05,00,00,1.1925
2019,03,09,05,30,00,1.195
2019,03,09,06,00,00,1.2075
2019,03,09,06,30,00,1.21
2019,03,09,07,00,00,1.215
2019,03,09,07,30,00,1.219
2019,03,09,08,00,00,1.2265
2019,03,09,08,30,00,1.221
2019,03,09,09,00,00,1.2225
2019,03,09,09,30,00,1.2205
2019,03,09,10,00,00,1.2225
2019,03,09,10,30,00,1.22
2019,03,09,11,00,00,1.2225
2019,03,09,11,30,00,1.2205
2019,03,09,12,00,00,1.213
2019,03,09,12,30,00,1.214
2019,03,09,13,00,00,1.203
2019,03,09,13,30,00,1.2015
2019,03,09,14,00,00,1.1935
2019,03,09,14,30,00,1.1875
2019,03,09,15,00,00,1.195
2019,03,09,15,30,00,1.191
2019,03,09,16,00,00,1.196
2019,03,09,16,30,00,1.189
2019,03,09,17,00,00,1.186
2019,03,09,17,30,00,1.1935
2019,03,09,18,00,00,1.2015
2019,03,09,18,30,00,1.204
2019,03,09,19,00,00,1.2025
2019,03,09,19,30,00,1.2025
2019,03,09,20,00,00,1.2035
2019,03,09,20,30,00,1.2025
2019,03,09,21,00,00,1.2115
2019,03,09,21,30,00,1.2065
2019,03,09,22,00,00,1.204
2019,03,09,22,30,00,1.2085
2019,03,09,23,00,00,1.208
2019,03,09,23,30,00,1.2165
2019,03,10,00,00,00,1.218
2019,03,10,00,30,00,1.21
2019,03,10,01,00,00,1.21
2019,03,10,01,30,00,1.21
2019,03,10,02,00,00,1.209
2019,03,10,02,30,00,1.211
2019,03,10,03,00,00,1.2165
2019,03,10,03,30,00,1.2165
2019,03,10,04,00,00,1.225
2019,03,10,04,30,00,1.223
2019,03,10,05,00,00,1.224
2019,03,10,05,30,00,1.229
2019,03,10,06,00,00,1.23
2019,03,10,06,30,00,1.232
2019,03,10,07,00,00,1.2335
2019,03,10,07,30,00,1.238
2019,03,10,08,00,00,1.24
2019,03,10,08,30,00,1.2465
2019,03,10,09,00,00,1.2485
2019,03,10,09,30,00,1.247
2019,03,10,10,00,00,1.249
2019,03,10,10,30,00,1.2465
2019,03,10,11,00,00,1.245
2019,03,10,11,30,00,1.221
2019,03,10,12,00,00,1.211
2019,03,10,12,30,00,1.2205
2019,03,10,13,00,00,1.22
2019,03,10,13,30,00,1.2175
2019,03,10,14,00,00,1.2365
2019,03,10,14,30,00,1.23
2019,03,10,15,00,00,1.23
2019,03,10,15,30,00,1.2265
2019,03,10,16,00,00,1.236
2019,03,10,16,30,00,1.2365
2019,03,10,17,00,00,1.24
2019,03,10,17,30,00,1.2465
2019,03,10,18,00,00,1.256
2019,03,10,18,30,00,1.26
2019,03,10,19,00,00,1.264
2019,03,10,19,30,00,1.266
2019,03,10,20,00,00,1.2725
2019,03,10,20,30,00,1.2745
2019,03,10,21,00,00,1.2835
2019,03,10,21,30,00,1.28
2019,03,10,22,00,00,1.285
2019,03,10,22,30,00,1.285
2019,03,10,23,00,00,1.2865
2019,03,10,23,30,00,1.2875
2019,03,11,00,00,00,1.29
2019,03,11,00,30,00,1.29
2019,03,11,01,00,00,1.29
2019,03,11,01,30,00,1.298
2019,03,11,02,00,00,1.3055
2019,03,11,02,30,00,1.3
2019,03,11,03,00,00,1.305
2019,03,11,03,30,00,1.3115
2019,03,11,04,00,00,1.3115
2019,03,11,04,30,00,1.313
2019,03,11,05,00,00,1.31
2019,03,11,05,30,00,1.3115
2019,03,11,06,00,00,1.3165
2019,03,11,06,30,00,1.3125
2019,03,11,07,00,00,1.314
2019,03,11,07,30,00,1.314
2019,03,11,08,00,00,1.3115
2019,03,11,08,30,00,1.319
2019,03,11,09,00,00,1.319
2019,03,11,09,30,00,1.32
2019,03,11,10,00,00,1.313
2019,03,11,10,30,00,1.305
2019,03,11,11,00,00,1.296
2019,03,11,11,30,00,1.291
2019,03,11,12,00,00,1.2885
2019,03,11,12,30,00,1.285
2019,03,11,13,00,00,1.283
2019,03,11,13,30,00,1.282
2019,03,11,14,00,00,1.279
2019,03,11,14,30,00,1.2765
2019,03,11,15,00,00,1.278
2019,03,11,15,30,00,1.279
2019,03,11,16,00,00,1.2835
2019,03,11,16,30,00,1.2865
2019,03,11,17,00,00,1.292
2019,03,11,17,30,00,1.2965
2019,03,11,18,00,00,1.308
2019,03,11,18,30,00,1.313
2019,03,11,19,00,00,1.3175
2019,03,11,19,30,00,1.3255
2019,03,11,20,00,00,1.325
2019,03,11,20,30,00,1.3265
2019,03,11,21,00,00,1.3265
2019,03,11,21,30,00,1.329
2019,03,11,22,00,00,1.329
2019,03,11,22,30,00,1.3265
2019,03,11,23,00,00,1.329
2019,03,11,23,30,00,1.3275
2019,03,12,00,00,00,1.333
2019,03,12,00,30,00,1.3315
2019,03,12,01,00,00,1.3365
2019,03,12,01,30,00,1.329
2019,03,12,02,00,00,1.329
2019,03,12,02,30,00,1.3315
2019,03,12,03,00,00,1.324
2019,03,12,03,30,00,1.3165
2019,03,12,04,00,00,1.3165
2019,03,12,04,30,00,1.3215
2019,03,12,05,00,00,1.3255
2019,03,12,05,30,00,1.3215
2019,03,12,06,00,00,1.3215
2019,03,12,06,30,00,1.317
2019,03,12,07,00,00,1.3175
2019,03,12,07,30,00,1.314
2019,03,12,08,00,00,1.315
2019,03,12,08,30,00,1.314
2019,03,12,09,00,00,1.309
2019,03,12,09,30,00,1.305
2019,03,12,10,00,00,1.301
2019,03,12,10,30,00,1.3
2019,03,12,11,00,00,1.2875
2019,03,12,11,30,00,1.2785
2019,03,12,12,00,00,1.275
2019,03,12,12,30,00,1.272
2019,03,12,13,00,00,1.265
2019,03,12,13,30,00,1.256
2019,03,12,14,00,00,1.2565
2019,03,12,14,30,00,1.245
2019,03,12,15,00,00,1.25
2019,03,12,15,30,00,1.245
2019,03,12,16,00,00,1.2475
2019,03,12,16,30,00,1.245
2019,03,12,17,00,00,1.246
2019,03,12,17,30,00,1.2615
2019,03,12,18,00,00,1.266
2019,03,12,18,30,00,1.265
2019,03,12,19,00,00,1.279
2019,03,12,19,30,00,1.29
2019,03,12,20,00,00,1.298
2019,03,12,20,30,00,1.2985
2019,03,12,21,00,00,1.308
2019,03,12,21,30,00,1.306
2019,03,12,22,00,00,1.313
2019,03,12,22,30,00,1.316
2019,03,12,23,00,00,1.3215
2019,03,12,23,30,00,1.3155
2019,03,13,00,00,00,1.3185
2019,03,13,00,30,00,1.318
2019,03,13,01,00,00,1.305
2019,03,13,01,30,00,1.305
2019,03,13,02,00,00,1.305
2019,03,13,02,30,00,1.3165
2019,03,13,03,00,00,1.305
2019,03,13,03,30,00,1.3065
2019,03,13,04,00,00,1.3165
2019,03,13,04,30,00,1.304
2019,03,13,05,00,00,1.3055
2019,03,13,05,30,00,1.3055
2019,03,13,06,00,00,1.3075
2019,03,13,06,30,00,1.3015
2019,03,13,07,00,00,1.301
2019,03,13,07,30,00,1.2975
2019,03,13,08,00,00,1.299
2019,03,13,08,30,00,1.301
2019,03,13,09,00,00,1.2945
2019,03,13,09,30,00,1.3065
2019,03,13,10,00,00,1.2915
2019,03,13,10,30,00,1.2825
2019,03,13,11,00,00,1.271
2019,03,13,11,30,00,1.2575
2019,03,13,12,00,00,1.253
2019,03,13,12,30,00,1.239
2019,03,13,13,00,00,1.235
2019,03,13,13,30,00,1.222
2019,03,13,14,00,00,1.2285
2019,03,13,14,30,00,1.232
2019,03,13,15,00,00,1.235
2019,03,13,15,30,00,1.2315
2019,03,13,16,00,00,1.228
2019,03,13,16,30,00,1.229
2019,03,13,17,00,00,1.24
2019,03,13,17,30,00,1.235
2019,03,13,18,00,00,1.2365
2019,03,13,18,30,00,1.234
2019,03,13,19,00,00,1.2415
2019,03,13,19,30,00,1.243
2019,03,13,20,00,00,1.243
2019,03,13,20,30,00,1.246
2019,03,13,21,00,00,1.2415
2019,03,13,21,30,00,1.243
2019,03,13,22,00,00,1.238
2019,03,13,22,30,00,1.239
2019,03,13,23,00,00,1.241
2019,03,13,23,30,00,1.235
2019,03,14,00,00,00,1.238
2019,03,14,00,30,00,1.2335
2019,03,14,01,00,00,1.2325
2019,03,14,01,30,00,1.23
2019,03,14,02,00,00,1.2315
2019,03,14,02,30,00,1.231
2019,03,14,03,00,00,1.229
2019,03,14,03,30,00,1.225
2019,03,14,04,00,00,1.22
2019,03,14,04,30,00,1.22
2019,03,14,05,00,00,1.215
2019,03,14,05,30,00,1.215
2019,03,14,06,00,00,1.2135
2019,03,14,06,30,00,1.216
2019,03,14,07,00,00,1.2125
2019,03,14,07,30,00,1.209
2019,03,14,08,00,00,1.211
2019,03,14,08,30,00,1.2015
2019,03,14,09,00,00,1.1925
2019,03,14,09,30,00,1.184
2019,03,14,10,00,00,1.184
2019,03,14,10,30,00,1.184
2019,03,14,11,00,00,1.1825
2019,03,14,11,30,00,1.1735
2019,03,14,12,00,00,1.1685
2019,03,14,12,30,00,1.167
2019,03,14,13,00,00,1.158
2019,03,14,13,30,00,1.1515
2019,03,14,14,00,00,1.151
2019,03,14,14,30,00,1.1435
2019,03,14,15,00,00,1.155
2019,03,14,15,30,00,1.1535
2019,03,14,16,00,00,1.145
2019,03,14,16,30,00,1.1525
2019,03,14,17,00,00,1.1475
2019,03,14,17,30,00,1.1485
2019,03,14,18,00,00,1.161
2019,03,14,18,30,00,1.157
2019,03,14,19,00,00,1.165
2019,03,14,19,30,00,1.1635
2019,03,14,20,00,00,1.164
2019,03,14,20,30,00,1.1615
2019,03,14,21,00,00,1.164
2019,03,14,21,30,00,1.165
2019,03,14,22,00,00,1.165
2019,03,14,22,30,00,1.169
2019,03,14,23,00,00,1.165
2019,03,14,23,30,00,1.165
2019,03,15,00,00,00,1.164
2019,03,15,00,30,00,1.1585
2019,03,15,01,00,00,1.1615
2019,03,15,01,30,00,1.165
2019,03,15,02,00,00,1.1585
2019,03,15,02,30,00,1.1615
2019,03,15,03,00,00,1.155
2019,03,15,03,30,00,1.164
2019,03,15,04,00,00,1.166
2019,03,15,04,30,00,1.16
2019,03,15,05,00,00,1.16
2019,03,15,05,30,00,1.1625
2019,03,15,06,00,00,1.1615
2019,03,15,06,30,00,1.168
2019,03,15,07,00,00,1.1615
2019,03,15,07,30,00,1.17
2019,03,15,08,00,00,1.153
2019,03,15,08,30,00,1.1585
2019,03,15,09,00,00,1.159
2019,03,15,09,30,00,1.147
2019,03,15,10,00,00,1.1575
2019,03,15,10,30,00,1.15
2019,03,15,11,00,00,1.1485
2019,03,15,11,30,00,1.149
2019,03,15,12,00,00,1.149
2019,03,15,12,30,00,1.1425
2019,03,15,13,00,00,1.136
2019,03,15,13,30,00,1.145
2019,03,15,14,00,00,1.139
2019,03,15,14,30,00,1.14
2019,03,15,15,00,00,1.131
2019,03,15,15,30,00,1.124
2019,03,15,16,00,00,1.134
2019,03,15,16,30,00,1.14
2019,03,15,17,00,00,1.1345
2019,03,15,17,30,00,1.1425
2019,03,15,18,00,00,1.149
2019,03,15,18,30,00,1.155
2019,03,15,19,00,00,1.1575
2019,03,15,19,30,00,1.17
2019,03,15,20,00,00,1.16
2019,03,15,20,30,00,1.1665
2019,03,15,21,00,00,1.165
2019,03,15,21,30,00,1.1625
2019,03,15,22,00,00,1.1735
2019,03,15,22,30,00,1.161
2019,03,15,23,00,00,1.165
2019,03,15,23,30,00,1.172
2019,03,16,00,00,00,1.1635
2019,03,16,00,30,00,1.171
2019,03,16,01,00,00,1.1695
2019,03,16,01,30,00,1.161
2019,03,16,02,00,00,1.1785
2019,03,16,02,30,00,1.1735
2019,03,16,03,00,00,1.167
2019,03,16,03,30,00,1.1695
2019,03,16,04,00,00,1.1735
2019,03,16,04,30,00,1.172
2019,03,16,05,00,00,1.1775
2019,03,16,05,30,00,1.172
2019,03,16,06,00,00,1.176
2019,03,16,06,30,00,1.1775
2019,03,16,07,00,00,1.18
2019,03,16,07,30,00,1.172
2019,03,16,08,00,00,1.175
2019,03,16,08,30,00,1.1865
2019,03,16,09,00,00,1.171
2019,03,16,09,30,00,1.181
2019,03,16,10,00,00,1.1735
2019,03,16,10,30,00,1.176
2019,03,16,11,00,00,1.1725
2019,03,16,11,30,00,1.1725
2019,03,16,12,00,00,1.175
2019,03,16,12,30,00,1.176
2019,03,16,13,00,00,1.171
2019,03,16,13,30,00,1.17
2019,03,16,14,00,00,1.17
2019,03,16,14,30,00,1.1735
2019,03,16,15,00,00,1.1685
2019,03,16,15,30,00,1.17
2019,03,16,16,00,00,1.17
2019,03,16,16,30,00,1.177
2019,03,16,17,00,00,1.177
2019,03,16,17,30,00,1.1785
2019,03,16,18,00,00,1.186
2019,03,16,18,30,00,1.181
2019,03,16,19,00,00,1.1875
2019,03,16,19,30,00,1.19
2019,03,16,20,00,00,1.189
2019,03,16,20,30,00,1.194
2019,03,16,21,00,00,1.1865
2019,03,16,21,30,00,1.1925
2019,03,16,22,00,00,1.19
2019,03,16,22,30,00,1.1925
2019,03,16,23,00,00,1.192
2019,03,16,23,30,00,1.19
2019,03,17,00,00,00,1.191
2019,03,17,00,30,00,1.1915
2019,03,17,01,00,00,1.195
2019,03,17,01,30,00,1.19
2019,03,17,02,00,00,1.195
2019,03,17,02,30,00,1.2015
2019,03,17,03,00,00,1.195
2019,03,17,03,30,00,1.1925
2019,03,17,04,00,00,1.201
2019,03,17,04,30,00,1.195
2019,03,17,05,00,00,1.1935
2019,03,17,05,30,00,1.195
2019,03,17,06,00,00,1.2025
2019,03,17,06,30,00,1.2075
2019,03,17,07,00,00,1.208
2019,03,17,07,30,00,1.2055
2019,03,17,08,00,00,1.198
2019,03,17,08,30,00,1.198
2019,03,17,09,00,00,1.205
2019,03,17,09,30,00,1.2005
2019,03,17,10,00,00,1.198
2019,03,17,10,30,00,1.2
2019,03,17,11,00,00,1.1925
2019,03,17,11,30,00,1.193
2019,03,17,12,00,00,1.1985
2019,03,17,12,30,00,1.191
2019,03,17,13,00,00,1.1875
2019,03,17,13,30,00,1.185
2019,03,17,14,00,00,1.1885
2019,03,17,14,30,00,1.184
2019,03,17,15,00,00,1.2015
2019,03,17,15,30,00,1.195
2019,03,17,16,00,00,1.1975
2019,03,17,16,30,00,1.211
2019,03,17,17,00,00,1.199
2019,03,17,17,30,00,1.2005
2019,03,17,18,00,00,1.2065
2019,03,17,18,30,00,1.214
2019,03,17,19,00,00,1.226
2019,03,17,19,30,00,1.222
2019,03,17,20,00,00,1.229
2019,03,17,20,30,00,1.226
2019,03,17,21,00,00,1.227
2019,03,17,21,30,00,1.231
2019,03,17,22,00,00,1.227
2019,03,17,22,30,00,1.2235
2019,03,17,23,00,00,1.225
2019,03,17,23,30,00,1.22
2019,03,18,00,00,00,1.2185
2019,03,18,00,30,00,1.216
2019,03,18,01,00,00,1.22
2019,03,18,01,30,00,1.21
2019,03,18,02,00,00,1.213
2019,03,18,02,30,00,1.2115
2019,03,18,03,00,00,1.211
2019,03,18,03,30,00,1.2165
2019,03,18,04,00,00,1.215
2019,03,18,04,30,00,1.222
2019,03,18,05,00,00,1.21
2019,03,18,05,30,00,1.215
2019,03,18,06,00,00,1.223
2019,03,18,06,30,00,1.215
2019,03,18,07,00,00,1.211
2019,03,18,07,30,00,1.211
2019,03,18,08,00,00,1.209
2019,03,18,08,30,00,1.2025
2019,03,18,09,00,00,1.205
2019,03,18,09,30,00,1.204
2019,03,18,10,00,00,1.193
2019,03,18,10,30,00,1.1965
2019,03,18,11,00,00,1.191
2019,03,18,11,30,00,1.191
2019,03,18,12,00,00,1.195
2019,03,18,12,30,00,1.189
2019,03,18,13,00,00,1.194
2019,03,18,13,30,00,1.19
2019,03,18,14,00,00,1.1855
2019,03,18,14,30,00,1.1855
2019,03,18,15,00,00,1.189
2019,03,18,15,30,00,1.1915
2019,03,18,16,00,00,1.187
2019,03,18,16,30,00,1.187
2019,03,18,17,00,00,1.204
2019,03,18,17,30,00,1.1935
2019,03,18,18,00,00,1.205
2019,03,18,18,30,00,1.2115
2019,03,18,19,00,00,1.2135
2019,03,18,19,30,00,1.216
2019,03,18,20,00,00,1.219
2019,03,18,20,30,00,1.216
2019,03,18,21,00,00,1.215
2019,03,18,21,30,00,1.2185
2019,03,18,22,00,00,1.218
2019,03,18,22,30,00,1.2235
2019,03,18,23,00,00,1.2175
2019,03,18,23,30,00,1.22
2019,03,19,00,00,00,1.218
2019,03,19,00,30,00,1.2165
2019,03,19,01,00,00,1.2175
2019,03,19,01,30,00,1.22
2019,03,19,02,00,00,1.216
2019,03,19,02,30,00,1.221
2019,03,19,03,00,00,1.2185
2019,03,19,03,30,00,1.223
2019,03,19,04,00,00,1.222
2019,03,19,04,30,00,1.225
2019,03,19,05,00,00,1.2245
2019,03,19,05,30,00,1.2225
2019,03,19,06,00,00,1.2285
2019,03,19,06,30,00,1.2225
2019,03,19,07,00,00,1.2245
2019,03,19,07,30,00,1.2275
2019,03,19,08,00,00,1.2225
2019,03,19,08,30,00,1.221
2019,03,19,09,00,00,1.2195
2019,03,19,09,30,00,1.216
2019,03,19,10,00,00,1.214
2019,03,19,10,30,00,1.216
2019,03,19,11,00,00,1.2125
2019,03,19,11,30,00,1.2185
2019,03,19,12,00,00,1.21
2019,03,19,12,30,00,1.2075
2019,03,19,13,00,00,1.214
2019,03,19,13,30,00,1.206
2019,03,19,14,00,00,1.209
2019,03,19,14,30,00,1.2135
2019,03,19,15,00,00,1.22
2019,03,19,15,30,00,1.224
2019,03,19,16,00,00,1.229
2019,03,19,16,30,00,1.231
2019,03,19,17,00,00,1.23
2019,03,19,17,30,00,1.235
2019,03,19,18,00,00,1.241
2019,03,19,18,30,00,1.249
2019,03,19,19,00,00,1.2545
2019,03,19,19,30,00,1.256
2019,03,19,20,00,00,1.2585
2019,03,19,20,30,00,1.259
2019,03,19,21,00,00,1.2625
2019,03,19,21,30,00,1.2625
2019,03,19,22,00,00,1.2675
2019,03,19,22,30,00,1.256
2019,03,19,23,00,00,1.2685
2019,03,19,23,30,00,1.272
2019,03,20,00,00,00,1.2735
2019,03,20,00,30,00,1.2735
2019,03,20,01,00,00,1.2785
2019,03,20,01,30,00,1.2735
2019,03,20,02,00,00,1.2765
2019,03,20,02,30,00,1.273
2019,03,20,03,00,00,1.268
2019,03,20,03,30,00,1.274
2019,03,20,04,00,00,1.27
2019,03,20,04,30,00,1.2675
2019,03,20,05,00,00,1.27
2019,03,20,05,30,00,1.2795
2019,03,20,06,00,00,1.2785
2019,03,20,06,30,00,1.2765
2019,03,20,07,00,00,1.2815
2019,03,20,07,30,00,1.282
2019,03,20,08,00,00,1.282
2019,03,20,08,30,00,1.2785
2019,03,20,09,00,00,1.2785
2019,03,20,09,30,00,1.28
2019,03,20,10,00,00,1.27
2019,03,20,10,30,00,1.255
2019,03,20,11,00,00,1.249
2019,03,20,11,30,00,1.2485
2019,03,20,12,00,00,1.245
2019,03,20,12,30,00,1.249
2019,03,20,13,00,00,1.248
2019,03,20,13,30,00,1.249
2019,03,20,14,00,00,1.252
2019,03,20,14,30,00,1.248
2019,03,20,15,00,00,1.248
2019,03,20,15,30,00,1.2525
2019,03,20,16,00,00,1.252
2019,03,20,16,30,00,1.2515
2019,03,20,17,00,00,1.255
2019,03,20,17,30,00,1.251
2019,03,20,18,00,00,1.2565
2019,03,20,18,30,00,1.2565
2019,03,20,19,00,00,1.2595
2019,03,20,19,30,00,1.2675
2019,03,20,20,00,00,1.2735
2019,03,20,20,30,00,1.271
2019,03,20,21,00,00,1.276
2019,03,20,21,30,00,1.2785
2019,03,20,22,00,00,1.28
2019,03,20,22,30,00,1.2785
2019,03,20,23,00,00,1.2825
2019,03,20,23,30,00,1.2815
2019,03,21,00,00,00,1.2815
2019,03,21,00,30,00,1.275
2019,03,21,01,00,00,1.2725
2019,03,21,01,30,00,1.2745
2019,03,21,02,00,00,1.2775
2019,03,21,02,30,00,1.275
2019,03,21,03,00,00,1.276
2019,03,21,03,30,00,1.276
2019,03,21,04,00,00,1.2785
2019,03,21,04,30,00,1.2835
2019,03,21,05,00,00,1.281
2019,03,21,05,30,00,1.288
2019,03,21,06,00,00,1.29
2019,03,21,06,30,00,1.2935
2019,03,21,07,00,00,1.2935
2019,03,21,07,30,00,1.2915
2019,03,21,08,00,00,1.2815
2019,03,21,08,30,00,1.2665
2019,03,21,09,00,00,1.2665
2019,03,21,09,30,00,1.26
2019,03,21,10,00,00,1.2455
2019,03,21,10,30,00,1.2225
2019,03,21,11,00,00,1.216
2019,03,21,11,30,00,1.205
2019,03,21,12,00,00,1.1895
2019,03,21,12,30,00,1.185
2019,03,21,13,00,00,1.18
2019,03,21,13,30,00,1.1795
2019,03,21,14,00,00,1.1885
2019,03,21,14,30,00,1.1795
2019,03,21,15,00,00,1.1785
2019,03,21,15,30,00,1.1825
2019,03,21,16,00,00,1.1915
2019,03,21,16,30,00,1.192
2019,03,21,17,00,00,1.2015
2019,03,21,17,30,00,1.2065
2019,03,21,18,00,00,1.214
2019,03,21,18,30,00,1.2275
2019,03,21,19,00,00,1.2435
2019,03,21,19,30,00,1.2385
2019,03,21,20,00,00,1.2485
2019,03,21,20,30,00,1.242
2019,03,21,21,00,00,1.2515
2019,03,21,21,30,00,1.2665
2019,03,21,22,00,00,1.258
2019,03,21,22,30,00,1.275
2019,03,21,23,00,00,1.269
2019,03,21,23,30,00,1.2835
2019,03,22,00,00,00,1.272
2019,03,22,00,30,00,1.2815
2019,03,22,01,00,00,1.2915
2019,03,22,01,30,00,1.291
2019,03,22,02,00,00,1.2935
2019,03,22,02,30,00,1.3045
2019,03,22,03,00,00,1.3
2019,03,22,03,30,00,1.302
2019,03,22,04,00,00,1.3075
2019,03,22,04,30,00,1.308
2019,03,22,05,00,00,1.31
2019,03,22,05,30,00,1.309
2019,03,22,06,00,00,1.315
2019,03,22,06,30,00,1.3125
2019,03,22,07,00,00,1.3165
2019,03,22,07,30,00,1.3115
2019,03,22,08,00,00,1.3115
2019,03,22,08,30,00,1.3035
2019,03,22,09,00,00,1.3015
2019,03,22,09,30,00,1.2835
2019,03,22,10,00,00,1.2735
2019,03,22,10,30,00,1.264
2019,03,22,11,00,00,1.251
2019,03,22,11,30,00,1.25
2019,03,22,12,00,00,1.236
2019,03,22,12,30,00,1.2325
2019,03,22,13,00,00,1.2265
2019,03,22,13,30,00,1.234
2019,03,22,14,00,00,1.219
2019,03,22,14,30,00,1.2315
2019,03,22,15,00,00,1.215
2019,03,22,15,30,00,1.225
2019,03,22,16,00,00,1.2265
2019,03,22,16,30,00,1.236
2019,03,22,17,00,00,1.2265
2019,03,22,17,30,00,1.231
2019,03,22,18,00,00,1.237
2019,03,22,18,30,00,1.2535
2019,03,22,19,00,00,1.2785
2019,03,22,19,30,00,1.301
2019,03,22,20,00,00,1.3025
2019,03,22,20,30,00,1.3205
2019,03,22,21,00,00,1.314
2019,03,22,21,30,00,1.3215
2019,03,22,22,00,00,1.308
2019,03,22,22,30,00,1.3185
2019,03,22,23,00,00,1.3
2019,03,22,23,30,00,1.295
2019,03,23,00,00,00,1.291
2019,03,23,00,30,00,1.3
2019,03,23,01,00,00,1.292
2019,03,23,01,30,00,1.281
2019,03,23,02,00,00,1.2885
2019,03,23,02,30,00,1.285
2019,03,23,03,00,00,1.29
2019,03,23,03,30,00,1.2985
2019,03,23,04,00,00,1.294
2019,03,23,04,30,00,1.2875
2019,03,23,05,00,00,1.279
2019,03,23,05,30,00,1.2905
2019,03,23,06,00,00,1.285
2019,03,23,06,30,00,1.288
2019,03,23,07,00,00,1.2765
2019,03,23,07,30,00,1.28
2019,03,23,08,00,00,1.275
2019,03,23,08,30,00,1.279
2019,03,23,09,00,00,1.282
2019,03,23,09,30,00,1.2835
2019,03,23,10,00,00,1.286
2019,03,23,10,30,00,1.2925
2019,03,23,11,00,00,1.3075
2019,03,23,11,30,00,1.286
2019,03,23,12,00,00,1.2935
2019,03,23,12,30,00,1.2825
2019,03,23,13,00,00,1.284
2019,03,23,13,30,00,1.2825
2019,03,23,14,00,00,1.2775
2019,03,23,14,30,00,1.2665
2019,03,23,15,00,00,1.2635
2019,03,23,15,30,00,1.26
2019,03,23,16,00,00,1.2465
2019,03,23,16,30,00,1.2415
2019,03,23,17,00,00,1.236
2019,03,23,17,30,00,1.237
2019,03,23,18,00,00,1.243
