Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2019,05,12,06,30,00,6.68667
2019,05,12,07,00,00,6.84167
2019,05,12,07,30,00,6.96567
2019,05,12,08,00,00,7.04233
2019,05,12,08,30,00,7.228
2019,05,12,09,00,00,7.35333
2019,05,12,09,30,00,7.449
2019,05,12,10,00,00,7.55433
2019,05,12,10,30,00,8.13167
2019,05,12,11,00,00,8.631
2019,05,12,11,30,00,8.68667
2019,05,12,12,00,00,9.12833
2019,05,12,12,30,00,8.833
2019,05,12,13,00,00,8.87633
2019,05,12,13,30,00,9.229
2019,05,12,14,00,00,8.82533
2019,05,12,14,30,00,8.49967
2019,05,12,15,00,00,8.455
2019,05,12,15,30,00,8.36767
2019,05,12,16,00,00,8.436
2019,05,12,16,30,00,8.38333
2019,05,12,17,00,00,8.00367
2019,05,12,17,30,00,7.73533
2019,05,12,18,00,00,7.21567
2019,05,12,18,30,00,6.88633
2019,05,12,19,00,00,6.539
2019,05,12,19,30,00,6.24467
2019,05,12,20,00,00,6.14233
2019,05,12,20,30,00,5.98
2019,05,12,21,00,00,5.80967
2019,05,12,21,30,00,5.44033
2019,05,12,22,00,00,5.16267
2019,05,12,22,30,00,4.87133
2019,05,12,23,00,00,4.502
2019,05,12,23,30,00,4.20867
2019,05,13,00,00,00,4.008
2019,05,13,00,30,00,3.83633
2019,05,13,01,00,00,3.69033
2019,05,13,01,30,00,3.536
2019,05,13,02,00,00,3.43233
2019,05,13,02,30,00,3.175
2019,05,13,03,00,00,3.06867
2019,05,13,03,30,00,3.012
2019,05,13,04,00,00,3.04133
2019,05,13,04,30,00,2.93
2019,05,13,05,00,00,2.921
2019,05,13,05,30,00,3.06567
2019,05,13,06,00,00,2.89733
2019,05,13,06,30,00,2.99533
2019,05,13,07,00,00,3.32833
2019,05,13,07,30,00,3.69233
2019,05,13,08,00,00,4.42633
2019,05,13,08,30,00,5.107
2019,05,13,09,00,00,5.54267
2019,05,13,09,30,00,5.938
2019,05,13,10,00,00,6.30033
2019,05,13,10,30,00,6.702
2019,05,13,11,00,00,7.05867
2019,05,13,11,30,00,6.95
2019,05,13,12,00,00,7.18133
2019,05,13,12,30,00,7.289
2019,05,13,13,00,00,7.69033
2019,05,13,13,30,00,7.923
2019,05,13,14,00,00,7.87733
2019,05,13,14,30,00,7.812
2019,05,13,15,00,00,7.94433
2019,05,13,15,30,00,7.67067
2019,05,13,16,00,00,7.85867
2019,05,13,16,30,00,7.68
2019,05,13,17,00,00,7.42067
2019,05,13,17,30,00,8.01233
2019,05,13,18,00,00,7.89433
2019,05,13,18,30,00,7.60767
2019,05,13,19,00,00,7.24
2019,05,13,19,30,00,6.97767
2019,05,13,20,00,00,6.42333
2019,05,13,20,30,00,5.90533
2019,05,13,21,00,00,5.53467
2019,05,13,21,30,00,5.24667
2019,05,13,22,00,00,5.082
2019,05,13,22,30,00,4.86967
2019,05,13,23,00,00,4.30767
2019,05,13,23,30,00,3.867
2019,05,14,00,00,00,3.358
2019,05,14,00,30,00,3.03833
2019,05,14,01,00,00,2.70433
2019,05,14,01,30,00,2.53733
2019,05,14,02,00,00,2.222
2019,05,14,02,30,00,2.017
2019,05,14,03,00,00,2.06867
2019,05,14,03,30,00,2.33567
2019,05,14,04,00,00,2.39333
2019,05,14,04,30,00,2.39533
2019,05,14,05,00,00,2.37167
2019,05,14,05,30,00,3.01267
2019,05,14,06,00,00,3.312
2019,05,14,06,30,00,3.60133
2019,05,14,07,00,00,4.62267
2019,05,14,07,30,00,5.634
2019,05,14,08,00,00,6.65867
2019,05,14,08,30,00,7.26867
2019,05,14,09,00,00,7.62867
2019,05,14,09,30,00,7.86867
2019,05,14,10,00,00,8.20933
2019,05,14,10,30,00,8.396
2019,05,14,11,00,00,8.69
2019,05,14,11,30,00,8.85333
2019,05,14,12,00,00,8.856
2019,05,14,12,30,00,9.00667
2019,05,14,13,00,00,9.494
2019,05,14,13,30,00,9.634
2019,05,14,14,00,00,9.38867
2019,05,14,14,30,00,9.89667
2019,05,14,15,00,00,10.04433
2019,05,14,15,30,00,9.98467
2019,05,14,16,00,00,9.686
2019,05,14,16,30,00,10.228
2019,05,14,17,00,00,10.031
2019,05,14,17,30,00,9.51133
2019,05,14,18,00,00,9.396
2019,05,14,18,30,00,9.37067
2019,05,14,19,00,00,8.52133
2019,05,14,19,30,00,8.23833
2019,05,14,20,00,00,8.46333
2019,05,14,20,30,00,8.04433
2019,05,14,21,00,00,7.59433
2019,05,14,21,30,00,7.07867
2019,05,14,22,00,00,6.42367
2019,05,14,22,30,00,5.92133
2019,05,14,23,00,00,5.468
2019,05,14,23,30,00,4.94733
2019,05,15,00,00,00,4.63133
2019,05,15,00,30,00,4.56967
2019,05,15,01,00,00,4.33033
2019,05,15,01,30,00,3.56433
2019,05,15,02,00,00,2.877
2019,05,15,02,30,00,2.49567
2019,05,15,03,00,00,2.70633
2019,05,15,03,30,00,2.932
2019,05,15,04,00,00,3.05
2019,05,15,04,30,00,3.18567
2019,05,15,05,00,00,3.116
2019,05,15,05,30,00,3.539
2019,05,15,06,00,00,4.84033
2019,05,15,06,30,00,5.94033
2019,05,15,07,00,00,6.40567
2019,05,15,07,30,00,6.89167
2019,05,15,08,00,00,7.66867
2019,05,15,08,30,00,8.72033
2019,05,15,09,00,00,9.18167
2019,05,15,09,30,00,9.55133
2019,05,15,10,00,00,9.97233
2019,05,15,10,30,00,10.361
2019,05,15,11,00,00,10.759
2019,05,15,11,30,00,11.14467
2019,05,15,12,00,00,11.26567
2019,05,15,12,30,00,11.58467
2019,05,15,13,00,00,11.873
2019,05,15,13,30,00,12.22533
2019,05,15,14,00,00,12.194
2019,05,15,14,30,00,12.296
2019,05,15,15,00,00,12.78
2019,05,15,15,30,00,13.11033
2019,05,15,16,00,00,13.37167
2019,05,15,16,30,00,13.405
2019,05,15,17,00,00,12.957
2019,05,15,17,30,00,12.57933
2019,05,15,18,00,00,12.67833
2019,05,15,18,30,00,12.99333
2019,05,15,19,00,00,12.82067
2019,05,15,19,30,00,12.21033
2019,05,15,20,00,00,11.98367
2019,05,15,20,30,00,11.91867
2019,05,15,21,00,00,11.538
2019,05,15,21,30,00,11.50733
2019,05,15,22,00,00,11.152
2019,05,15,22,30,00,10.654
2019,05,15,23,00,00,10.66733
2019,05,15,23,30,00,10.28233
2019,05,16,00,00,00,9.887
2019,05,16,00,30,00,9.37433
2019,05,16,01,00,00,8.79967
2019,05,16,01,30,00,7.51133
2019,05,16,02,00,00,8.18667
2019,05,16,02,30,00,8.19267
2019,05,16,03,00,00,7.942
2019,05,16,03,30,00,8.61233
2019,05,16,04,00,00,8.80833
2019,05,16,04,30,00,8.633
2019,05,16,05,00,00,8.34467
2019,05,16,05,30,00,9.014
2019,05,16,06,00,00,9.44733
2019,05,16,06,30,00,9.93767
2019,05,16,07,00,00,10.57767
2019,05,16,07,30,00,11.35267
2019,05,16,08,00,00,11.748
2019,05,16,08,30,00,11.98833
2019,05,16,09,00,00,12.376
2019,05,16,09,30,00,12.57067
2019,05,16,10,00,00,12.941
2019,05,16,10,30,00,13.31867
2019,05,16,11,00,00,13.622
2019,05,16,11,30,00,13.815
2019,05,16,12,00,00,14.19333
2019,05,16,12,30,00,14.51267
2019,05,16,13,00,00,14.57733
2019,05,16,13,30,00,14.99633
2019,05,16,14,00,00,15.232
2019,05,16,14,30,00,15.81933
2019,05,16,15,00,00,15.76067
2019,05,16,15,30,00,15.935
2019,05,16,16,00,00,15.99467
2019,05,16,16,30,00,15.88967
2019,05,16,17,00,00,16.03133
2019,05,16,17,30,00,15.94433
2019,05,16,18,00,00,16.129
2019,05,16,18,30,00,16.09867
2019,05,16,19,00,00,15.92133
2019,05,16,19,30,00,15.81033
2019,05,16,20,00,00,15.43633
2019,05,16,20,30,00,15.17433
2019,05,16,21,00,00,14.771
2019,05,16,21,30,00,14.22567
2019,05,16,22,00,00,13.56533
2019,05,16,22,30,00,12.89167
2019,05,16,23,00,00,11.80067
2019,05,16,23,30,00,11.223
2019,05,17,00,00,00,10.889
2019,05,17,00,30,00,10.61067
2019,05,17,01,00,00,10.12767
2019,05,17,01,30,00,9.387
2019,05,17,02,00,00,8.77033
2019,05,17,02,30,00,8.27667
2019,05,17,03,00,00,7.73433
2019,05,17,03,30,00,7.39333
2019,05,17,04,00,00,7.15233
2019,05,17,04,30,00,7.14633
2019,05,17,05,00,00,7.32833
2019,05,17,05,30,00,7.751
2019,05,17,06,00,00,8.20133
2019,05,17,06,30,00,8.602
2019,05,17,07,00,00,9.38833
2019,05,17,07,30,00,10.36733
2019,05,17,08,00,00,11.25667
2019,05,17,08,30,00,12.01467
2019,05,17,09,00,00,12.271
2019,05,17,09,30,00,12.814
2019,05,17,10,00,00,13.469
2019,05,17,10,30,00,14.19067
2019,05,17,11,00,00,14.48567
2019,05,17,11,30,00,15.03267
2019,05,17,12,00,00,15.521
2019,05,17,12,30,00,15.84333
2019,05,17,13,00,00,16.14767
2019,05,17,13,30,00,16.41
2019,05,17,14,00,00,16.85233
2019,05,17,14,30,00,17.249
2019,05,17,15,00,00,17.613
2019,05,17,15,30,00,17.77367
2019,05,17,16,00,00,17.97133
2019,05,17,16,30,00,18.31867
2019,05,17,17,00,00,18.50633
2019,05,17,17,30,00,18.43067
2019,05,17,18,00,00,18.37967
2019,05,17,18,30,00,18.25133
2019,05,17,19,00,00,18.192
2019,05,17,19,30,00,18.01467
2019,05,17,20,00,00,17.938
2019,05,17,20,30,00,17.753
2019,05,17,21,00,00,17.00733
2019,05,17,21,30,00,16.24233
2019,05,17,22,00,00,16.10267
2019,05,17,22,30,00,16.031
2019,05,17,23,00,00,15.77467
2019,05,17,23,30,00,15.81667
2019,05,18,00,00,00,15.81
2019,05,18,00,30,00,15.64533
2019,05,18,01,00,00,15.118
2019,05,18,01,30,00,15.23533
2019,05,18,02,00,00,15.51333
2019,05,18,02,30,00,14.45
2019,05,18,03,00,00,11.99233
2019,05,18,03,30,00,13.06833
2019,05,18,04,00,00,12.65133
2019,05,18,04,30,00,12.82167
2019,05,18,05,00,00,11.65033
2019,05,18,05,30,00,11.91033
2019,05,18,06,00,00,12.472
2019,05,18,06,30,00,13.74233
2019,05,18,07,00,00,14.85967
2019,05,18,07,30,00,15.37133
2019,05,18,08,00,00,16.311
2019,05,18,08,30,00,17.068
2019,05,18,09,00,00,17.50367
2019,05,18,09,30,00,17.94167
2019,05,18,10,00,00,18.40967
2019,05,18,10,30,00,18.79667
2019,05,18,11,00,00,19.19133
2019,05,18,11,30,00,19.736
2019,05,18,12,00,00,20.24133
2019,05,18,12,30,00,20.27
2019,05,18,13,00,00,20.69233
2019,05,18,13,30,00,20.99033
2019,05,18,14,00,00,21.37667
2019,05,18,14,30,00,21.44033
2019,05,18,15,00,00,21.58667
2019,05,18,15,30,00,21.827
2019,05,18,16,00,00,21.775
2019,05,18,16,30,00,21.87
2019,05,18,17,00,00,21.88967
2019,05,18,17,30,00,21.81533
2019,05,18,18,00,00,21.81133
2019,05,18,18,30,00,21.68
2019,05,18,19,00,00,21.51167
2019,05,18,19,30,00,21.22267
2019,05,18,20,00,00,20.94667
2019,05,18,20,30,00,20.68867
2019,05,18,21,00,00,20.016
2019,05,18,21,30,00,19.34467
2019,05,18,22,00,00,19.176
2019,05,18,22,30,00,18.73767
2019,05,18,23,00,00,18.324
2019,05,18,23,30,00,17.797
2019,05,19,00,00,00,17.04733
2019,05,19,00,30,00,16.46233
2019,05,19,01,00,00,15.88733
2019,05,19,01,30,00,15.38833
2019,05,19,02,00,00,15.38033
2019,05,19,02,30,00,15.265
2019,05,19,03,00,00,15.91633
2019,05,19,03,30,00,16.86467
2019,05,19,04,00,00,16.49567
2019,05,19,04,30,00,16.03367
2019,05,19,05,00,00,14.245
2019,05,19,05,30,00,13.40867
2019,05,19,06,00,00,14.75333
2019,05,19,06,30,00,15.52767
2019,05,19,07,00,00,15.662
2019,05,19,07,30,00,16.374
2019,05,19,08,00,00,17.42467
2019,05,19,08,30,00,17.93233
2019,05,19,09,00,00,18.35133
2019,05,19,09,30,00,19.01667
2019,05,19,10,00,00,19.73767
2019,05,19,10,30,00,20.15167
2019,05,19,11,00,00,20.781
2019,05,19,11,30,00,21.211
2019,05,19,12,00,00,21.58
2019,05,19,12,30,00,21.84033
2019,05,19,13,00,00,22.23767
2019,05,19,13,30,00,22.52767
2019,05,19,14,00,00,22.65
2019,05,19,14,30,00,22.44267
2019,05,19,15,00,00,22.62367
2019,05,19,15,30,00,22.51267
2019,05,19,16,00,00,22.349
2019,05,19,16,30,00,22.07933
2019,05,19,17,00,00,22.17433
2019,05,19,17,30,00,22.19833
2019,05,19,18,00,00,22.097
2019,05,19,18,30,00,21.89567
2019,05,19,19,00,00,21.539
2019,05,19,19,30,00,20.98567
2019,05,19,20,00,00,20.44667
2019,05,19,20,30,00,19.786
2019,05,19,21,00,00,19.17933
2019,05,19,21,30,00,18.71067
2019,05,19,22,00,00,18.21367
2019,05,19,22,30,00,17.834
2019,05,19,23,00,00,17.60733
2019,05,19,23,30,00,17.36067
2019,05,20,00,00,00,17.16
2019,05,20,00,30,00,16.73167
2019,05,20,01,00,00,15.626
2019,05,20,01,30,00,15.634
2019,05,20,02,00,00,15.51133
2019,05,20,02,30,00,15.36
2019,05,20,03,00,00,15.004
2019,05,20,03,30,00,14.41533
2019,05,20,04,00,00,14.16167
2019,05,20,04,30,00,14.17833
2019,05,20,05,00,00,14.017
2019,05,20,05,30,00,13.64633
2019,05,20,06,00,00,13.81533
2019,05,20,06,30,00,14.164
2019,05,20,07,00,00,14.638
2019,05,20,07,30,00,15.19267
2019,05,20,08,00,00,15.73733
2019,05,20,08,30,00,16.371
2019,05,20,09,00,00,17.45167
2019,05,20,09,30,00,18.15067
2019,05,20,10,00,00,18.52467
2019,05,20,10,30,00,19.17
2019,05,20,11,00,00,20.38733
2019,05,20,11,30,00,21.17167
2019,05,20,12,00,00,21.13433
2019,05,20,12,30,00,21.895
2019,05,20,13,00,00,22.76767
2019,05,20,13,30,00,22.942
2019,05,20,14,00,00,23.40233
2019,05,20,14,30,00,23.78767
2019,05,20,15,00,00,24.02667
2019,05,20,15,30,00,24.256
2019,05,20,16,00,00,24.256
2019,05,20,16,30,00,24.20833
2019,05,20,17,00,00,24.15533
2019,05,20,17,30,00,23.98367
2019,05,20,18,00,00,23.861
2019,05,20,18,30,00,23.604
2019,05,20,19,00,00,23.139
2019,05,20,19,30,00,21.659
2019,05,20,20,00,00,20.94467
2019,05,20,20,30,00,20.47133
2019,05,20,21,00,00,20.01
2019,05,20,21,30,00,19.691
2019,05,20,22,00,00,18.92233
2019,05,20,22,30,00,18.96933
2019,05,20,23,00,00,18.91667
2019,05,20,23,30,00,18.863
2019,05,21,00,00,00,18.65267
2019,05,21,00,30,00,17.86433
2019,05,21,01,00,00,17.517
2019,05,21,01,30,00,16.915
2019,05,21,02,00,00,16.56667
2019,05,21,02,30,00,16.04333
2019,05,21,03,00,00,15.874
2019,05,21,03,30,00,15.422
2019,05,21,04,00,00,15.294
2019,05,21,04,30,00,15.229
2019,05,21,05,00,00,15.444
2019,05,21,05,30,00,16.06533
2019,05,21,06,00,00,15.567
2019,05,21,06,30,00,14.91967
2019,05,21,07,00,00,14.65733
2019,05,21,07,30,00,15.12367
2019,05,21,08,00,00,15.60867
2019,05,21,08,30,00,16.424
2019,05,21,09,00,00,17.704
2019,05,21,09,30,00,18.903
2019,05,21,10,00,00,19.50267
2019,05,21,10,30,00,19.98033
2019,05,21,11,00,00,20.392
2019,05,21,11,30,00,21.325
2019,05,21,12,00,00,21.925
2019,05,21,12,30,00,22.13233
2019,05,21,13,00,00,22.81067
2019,05,21,13,30,00,22.95933
2019,05,21,14,00,00,22.81667
2019,05,21,14,30,00,22.95033
2019,05,21,15,00,00,23.19067
2019,05,21,15,30,00,23.13633
2019,05,21,16,00,00,22.93033
2019,05,21,16,30,00,22.82067
2019,05,21,17,00,00,21.78967
2019,05,21,17,30,00,20.12767
2019,05,21,18,00,00,19.89433
2019,05,21,18,30,00,19.431
2019,05,21,19,00,00,19.44567
2019,05,21,19,30,00,18.99433
2019,05,21,20,00,00,18.66267
2019,05,21,20,30,00,18.469
2019,05,21,21,00,00,17.751
2019,05,21,21,30,00,17.249
2019,05,21,22,00,00,17.082
2019,05,21,22,30,00,16.75267
2019,05,21,23,00,00,17.446
2019,05,21,23,30,00,17.38967
2019,05,22,00,00,00,16.294
2019,05,22,00,30,00,15.563
2019,05,22,01,00,00,15.648
2019,05,22,01,30,00,15.63
2019,05,22,02,00,00,15.403
2019,05,22,02,30,00,15.17367
2019,05,22,03,00,00,15.09933
2019,05,22,03,30,00,15.091
2019,05,22,04,00,00,15.093
2019,05,22,04,30,00,14.96667
2019,05,22,05,00,00,14.87767
2019,05,22,05,30,00,14.85567
2019,05,22,06,00,00,14.84267
2019,05,22,06,30,00,15.77733
2019,05,22,07,00,00,17.185
2019,05,22,07,30,00,18.41767
2019,05,22,08,00,00,18.09133
2019,05,22,08,30,00,18.24
2019,05,22,09,00,00,18.928
2019,05,22,09,30,00,19.507
2019,05,22,10,00,00,20.12433
2019,05,22,10,30,00,20.486
2019,05,22,11,00,00,21.313
2019,05,22,11,30,00,21.99967
2019,05,22,12,00,00,21.79767
2019,05,22,12,30,00,22.36233
2019,05,22,13,00,00,20.84133
2019,05,22,13,30,00,21.48667
2019,05,22,14,00,00,21.77633
2019,05,22,14,30,00,21.36633
2019,05,22,15,00,00,21.814
2019,05,22,15,30,00,21.67833
2019,05,22,16,00,00,21.574
2019,05,22,16,30,00,21.65433
2019,05,22,17,00,00,20.43167
2019,05,22,17,30,00,19.82033
2019,05,22,18,00,00,19.35267
2019,05,22,18,30,00,18.1
2019,05,22,19,00,00,17.37033
2019,05,22,19,30,00,16.59167
2019,05,22,20,00,00,15.93467
2019,05,22,20,30,00,15.268
2019,05,22,21,00,00,14.88433
2019,05,22,21,30,00,14.42033
2019,05,22,22,00,00,14.223
2019,05,22,22,30,00,13.982
2019,05,22,23,00,00,13.72733
2019,05,22,23,30,00,13.52633
2019,05,23,00,00,00,13.14967
2019,05,23,00,30,00,12.68867
2019,05,23,01,00,00,12.54767
2019,05,23,01,30,00,12.32733
2019,05,23,02,00,00,12.083
2019,05,23,02,30,00,11.854
2019,05,23,03,00,00,11.55367
2019,05,23,03,30,00,11.19
2019,05,23,04,00,00,10.96667
2019,05,23,04,30,00,10.91867
2019,05,23,05,00,00,10.91933
2019,05,23,05,30,00,10.811
2019,05,23,06,00,00,10.64467
2019,05,23,06,30,00,10.61933
2019,05,23,07,00,00,10.68867
2019,05,23,07,30,00,10.52533
2019,05,23,08,00,00,10.18
2019,05,23,08,30,00,10.43067
2019,05,23,09,00,00,10.457
2019,05,23,09,30,00,10.33533
2019,05,23,10,00,00,10.09233
2019,05,23,10,30,00,9.844
2019,05,23,11,00,00,9.78133
2019,05,23,11,30,00,9.74567
2019,05,23,12,00,00,9.31167
2019,05,23,12,30,00,9.09367
2019,05,23,13,00,00,8.93533
2019,05,23,13,30,00,9.05267
2019,05,23,14,00,00,9.00733
2019,05,23,14,30,00,9.074
2019,05,23,15,00,00,9.074
2019,05,23,15,30,00,9.252
2019,05,23,16,00,00,9.30967
2019,05,23,16,30,00,9.30133
2019,05,23,17,00,00,9.27767
2019,05,23,17,30,00,9.323
2019,05,23,18,00,00,9.336
2019,05,23,18,30,00,9.32933
2019,05,23,19,00,00,9.239
2019,05,23,19,30,00,8.97233
2019,05,23,20,00,00,8.769
2019,05,23,20,30,00,8.59033
2019,05,23,21,00,00,8.37
2019,05,23,21,30,00,8.19933
2019,05,23,22,00,00,8.008
2019,05,23,22,30,00,7.77233
2019,05,23,23,00,00,7.52167
2019,05,23,23,30,00,7.45
2019,05,24,00,00,00,7.55167
2019,05,24,00,30,00,7.485
2019,05,24,01,00,00,7.397
2019,05,24,01,30,00,7.35133
2019,05,24,02,00,00,7.17933
2019,05,24,02,30,00,6.81067
2019,05,24,03,00,00,6.54033
2019,05,24,03,30,00,6.121
2019,05,24,04,00,00,5.87067
2019,05,24,04,30,00,5.70933
2019,05,24,05,00,00,5.897
2019,05,24,05,30,00,5.84633
2019,05,24,06,00,00,5.94367
2019,05,24,06,30,00,5.93133
2019,05,24,07,00,00,5.86333
2019,05,24,07,30,00,5.754
2019,05,24,08,00,00,5.698
2019,05,24,08,30,00,5.73367
2019,05,24,09,00,00,5.96067
2019,05,24,09,30,00,6.32833
2019,05,24,10,00,00,6.81767
2019,05,24,10,30,00,7.19
2019,05,24,11,00,00,7.57833
2019,05,24,11,30,00,8.276
2019,05,24,12,00,00,9.05133
2019,05,24,12,30,00,9.36967
2019,05,24,13,00,00,9.74167
2019,05,24,13,30,00,10.426
2019,05,24,14,00,00,10.685
2019,05,24,14,30,00,11.003
2019,05,24,15,00,00,11.42967
2019,05,24,15,30,00,11.62667
2019,05,24,16,00,00,11.74167
2019,05,24,16,30,00,11.826
2019,05,24,17,00,00,11.68767
2019,05,24,17,30,00,11.42333
2019,05,24,18,00,00,11.04533
2019,05,24,18,30,00,10.454
2019,05,24,19,00,00,10.03
2019,05,24,19,30,00,9.62333
2019,05,24,20,00,00,9.356
2019,05,24,20,30,00,8.97733
2019,05,24,21,00,00,8.70833
2019,05,24,21,30,00,8.409
2019,05,24,22,00,00,8.195
2019,05,24,22,30,00,8.08767
2019,05,24,23,00,00,7.82967
2019,05,24,23,30,00,7.889
2019,05,25,00,00,00,8.00233
2019,05,25,00,30,00,7.96567
2019,05,25,01,00,00,7.89933
2019,05,25,01,30,00,7.84667
2019,05,25,02,00,00,7.60133
2019,05,25,02,30,00,7.329
2019,05,25,03,00,00,7.18267
2019,05,25,03,30,00,7.10533
2019,05,25,04,00,00,7.04033
2019,05,25,04,30,00,7.038
2019,05,25,05,00,00,7.05467
2019,05,25,05,30,00,7.104
2019,05,25,06,00,00,7.148
2019,05,25,06,30,00,7.23967
2019,05,25,07,00,00,7.301
2019,05,25,07,30,00,7.38467
2019,05,25,08,00,00,7.54233
2019,05,25,08,30,00,7.68533
2019,05,25,09,00,00,7.76467
2019,05,25,09,30,00,7.924
2019,05,25,10,00,00,7.97933
2019,05,25,10,30,00,8.04333
2019,05,25,11,00,00,8.21733
2019,05,25,11,30,00,8.56667
2019,05,25,12,00,00,9.15967
2019,05,25,12,30,00,9.51033
2019,05,25,13,00,00,9.69
2019,05,25,13,30,00,9.33967
2019,05,25,14,00,00,9.37233
2019,05,25,14,30,00,9.82067
2019,05,25,15,00,00,9.63833
2019,05,25,15,30,00,9.75167
2019,05,25,16,00,00,9.86967
2019,05,25,16,30,00,9.72233
2019,05,25,17,00,00,9.381
2019,05,25,17,30,00,9.53167
2019,05,25,18,00,00,9.375
2019,05,25,18,30,00,9.40067
2019,05,25,19,00,00,9.20967
2019,05,25,19,30,00,9.037
2019,05,25,20,00,00,8.68267
2019,05,25,20,30,00,8.23067
2019,05,25,21,00,00,8.069
2019,05,25,21,30,00,7.916
2019,05,25,22,00,00,7.83733
2019,05,25,22,30,00,7.59633
2019,05,25,23,00,00,7.14267
2019,05,25,23,30,00,6.65767
2019,05,26,00,00,00,6.24567
2019,05,26,00,30,00,5.93367
2019,05,26,01,00,00,5.71267
2019,05,26,01,30,00,5.41233
2019,05,26,02,00,00,4.96167
2019,05,26,02,30,00,4.57333
2019,05,26,03,00,00,4.38267
2019,05,26,03,30,00,4.29567
2019,05,26,04,00,00,4.252
2019,05,26,04,30,00,4.068
2019,05,26,05,00,00,4.12867
2019,05,26,05,30,00,4.38467
2019,05,26,06,00,00,4.511
2019,05,26,06,30,00,4.673
2019,05,26,07,00,00,4.992
2019,05,26,07,30,00,5.53033
2019,05,26,08,00,00,5.823
2019,05,26,08,30,00,6.29233
2019,05,26,09,00,00,6.57033
2019,05,26,09,30,00,6.82667
2019,05,26,10,00,00,6.995
2019,05,26,10,30,00,6.84033
2019,05,26,11,00,00,6.67133
2019,05,26,11,30,00,6.366
2019,05,26,12,00,00,6.23567
2019,05,26,12,30,00,6.34433
2019,05,26,13,00,00,6.68567
2019,05,26,13,30,00,6.923
2019,05,26,14,00,00,7.22467
2019,05,26,14,30,00,7.50167
2019,05,26,15,00,00,7.67133
2019,05,26,15,30,00,7.89367
2019,05,26,16,00,00,7.95767
2019,05,26,16,30,00,8.021
2019,05,26,17,00,00,8.216
2019,05,26,17,30,00,8.11367
2019,05,26,18,00,00,7.918
2019,05,26,18,30,00,8.07433
2019,05,26,19,00,00,8.22967
2019,05,26,19,30,00,8.01067
2019,05,26,20,00,00,7.608
2019,05,26,20,30,00,7.413
2019,05,26,21,00,00,7.215
2019,05,26,21,30,00,7.00167
2019,05,26,22,00,00,6.918
2019,05,26,22,30,00,6.89733
2019,05,26,23,00,00,6.916
2019,05,26,23,30,00,6.831
2019,05,27,00,00,00,6.69433
2019,05,27,00,30,00,6.57833
2019,05,27,01,00,00,6.608
2019,05,27,01,30,00,6.669
2019,05,27,02,00,00,6.72333
2019,05,27,02,30,00,6.882
2019,05,27,03,00,00,7.00733
2019,05,27,03,30,00,7.06367
2019,05,27,04,00,00,7.05833
2019,05,27,04,30,00,7.10367
2019,05,27,05,00,00,7.11367
2019,05,27,05,30,00,7.10067
2019,05,27,06,00,00,7.11433
2019,05,27,06,30,00,7.15067
2019,05,27,07,00,00,7.41767
2019,05,27,07,30,00,7.483
2019,05,27,08,00,00,7.57133
2019,05,27,08,30,00,7.7956
2019,05,27,09,00,00,8.78417
2019,05,27,09,30,00,8.63267
2019,05,27,10,00,00,9.24267
2019,05,27,10,30,00,9.56667
2019,05,27,11,00,00,9.54
2019,05,27,11,30,00,10.069
2019,05,27,12,00,00,10.43667
2019,05,27,12,30,00,9.58933
2019,05,27,13,00,00,10.167
2019,05,27,13,30,00,10.98167
2019,05,27,14,00,00,11.48133
2019,05,27,14,30,00,11.423
2019,05,27,15,00,00,11.57467
2019,05,27,15,30,00,11.929
2019,05,27,16,00,00,12.19967
2019,05,27,16,30,00,11.75167
2019,05,27,17,00,00,11.20567
2019,05,27,17,30,00,10.57333
2019,05,27,18,00,00,9.289
2019,05,27,18,30,00,9.24133
2019,05,27,19,00,00,9.79067
2019,05,27,19,30,00,10.755
2019,05,27,20,00,00,9.84367
2019,05,27,20,30,00,9.787
2019,05,27,21,00,00,9.89333
2019,05,27,21,30,00,9.76467
2019,05,27,22,00,00,9.73833
2019,05,27,22,30,00,9.45867
2019,05,27,23,00,00,9.65
2019,05,27,23,30,00,9.121
2019,05,28,00,00,00,8.96333
2019,05,28,00,30,00,8.63133
2019,05,28,01,00,00,8.12267
2019,05,28,01,30,00,7.94767
2019,05,28,02,00,00,7.77967
2019,05,28,02,30,00,7.693
2019,05,28,03,00,00,7.52033
2019,05,28,03,30,00,7.56667
2019,05,28,04,00,00,7.41667
2019,05,28,04,30,00,7.51167
2019,05,28,05,00,00,7.73633
2019,05,28,05,30,00,7.89867
2019,05,28,06,00,00,8.11267
2019,05,28,06,30,00,8.312
2019,05,28,07,00,00,8.61567
2019,05,28,07,30,00,9.266
2019,05,28,08,00,00,9.43933
2019,05,28,08,30,00,9.55267
2019,05,28,09,00,00,9.12167
2019,05,28,09,30,00,9.343
2019,05,28,10,00,00,9.91067
2019,05,28,10,30,00,10.52333
2019,05,28,11,00,00,10.89367
2019,05,28,11,30,00,11.27233
2019,05,28,12,00,00,11.917
2019,05,28,12,30,00,12.41333
2019,05,28,13,00,00,12.66167
2019,05,28,13,30,00,13.03
2019,05,28,14,00,00,13.51733
2019,05,28,14,30,00,13.088
2019,05,28,15,00,00,13.66167
2019,05,28,15,30,00,14.447
2019,05,28,16,00,00,14.18367
2019,05,28,16,30,00,13.99067
2019,05,28,17,00,00,13.84333
